,Song,Artist,artist_trunc,search_term,lyrics_raw
3589,Just the Girl,The Click Five,The Click,Just the Girl The Click,"[Verse 1]
She's cold and she's cruel
But she knows what she's doin'
She pushed me in the pool
At our last school reunion
She laughs at my dreams
But I dream about her laughter
Strange as it seems
She's the one I'm after

[Chorus]
Cause she's bittersweet
She knocks me off of my feet
And I can't help myself
I don't want anyone else
She's a mystery
She's too much for me
But I keep comin' back for more
She's just the girl I'm lookin' for

[Verse 2]
She can't keep a secret
For more than an hour
She runs on 100 proof attitude power
And the more she ignores me
The more I adore her
What can I do?
I'd do anything for her

[Chorus]
Cause she's bittersweet
She knocks me off of my feet
And I can't help myself
I don't want anyone else
She's a mystery
She's too much for me
But I keep comin' back for more
She's just the girl I'm lookin' for

[Bridge]
And when she sees it's me
On her caller ID
She won't pick up the phone
She'd rather be alone
But I can't give up just yet
Cause every word she's ever said
Is still ringin' in my head
Still ringin' in my head
She's cold and she's cruel
But she knows what she's doin'
Knows just what to say
So my whole day is ruined

[Chorus]
Cause she's bittersweet
She knocks me off of my feet
And I can't help myself
I don't want anyone else
She's a mystery
She's too much for me
But I keep comin' back for more
She's just the girl I'm lookin' for
Cause she's bittersweet
She knocks me off of my feet
And I can't help myself
I don't want anyone else
She's a mystery
She's too much for me
But I keep comin' back for more
Oh, I keep comin' back for more
She's just the girl I'm lookin' for
Just the girl I'm lookin' for

[Outro]
Just the girl
I'm lookin' for
She's just the girl
I'm lookin' for
Just the girl
I'm lookin' for
Just the girl I'm lookin' for"
3590,True,Ryan Cabrera,Ryan Cabrera,True Ryan Cabrera,"I won't talk
I won't breathe
I won't move till you finally see
That you belong with me

You might think I don't look
But deep inside in the corner of my mind
I'm attached to you
Mmmm

I'm weak, it's true
Cause I'm afraid to know the answer
Do you want me too?
Cause my heart keeps falling faster

[Chorus]
I've waited all my life to cross this line
To the only thing thats true
So I will not hide
It's time to try anything to be with you
All my life I've waited
This is true

You don't know what you do
Everytime you walk into the room
I'm afraid to move

I'm weak, it's true
I'm just scared to know the ending
Do you see me too?
Do you even know you met me?

[Chorus]
I've waited all my life to cross this line
To the only thing thats true
So I will not hide
It's time to try anything to be with you
All my life I've waited
This is true

I know when I go
I'll be on my way to you
The way that's true

[Chorus]
I've waited all my life to cross this line
To the only thing thats true
So I will not hide
It's time to try anything to be with you
All my life I've waited
This is true"
3591,O,Omarion,Omarion,O Omarion,"[Intro]
Woah, let me tell you girl
Woah oh
Hey, here I go, here I go

[Verse 1]
I know you heard men say it
Time and time again
That they would rock your world
And change your life
But I can’t blame them
Cause you make a nigga wanna get involved
Wanna get the drawers
Well I’m gone put my bid in
And get at you
No disrespect but I want it bad as they do
The only difference is
They look out for themselves
But I’m doin’ it just to hear you yell, yeah

[Chorus]
Oh
That’s gonna be the sound
Girl when it’s goin’ down
Your body sayin’
Oh
Don’t have to say my name
Girl I’m just glad you came
So you can say
Oh, In the morning
Oh, In the night
You sayin’ Oh means
I was hittin' it right
Oh, oh, oh
You can’t be mad at me
I’m just aiming to please
Let me hear you scream Oh

[Verse 2]
Girl come on over and
Let’s get this thing crackin’
You’ll be surprised when
You see what O’s I’m packin’
Cause I’m young but I’m ready
Tryna get hot and heavy
Turn you out if you let me
Yeah, yeah, yeah
Girl I’m gone take you
Somewhere that never been
Show you some things that'll
Make you wanna show your friends
Have you so weak that you
Can’t even say a thing
But that’s okay all you gotta say

[Chorus]

[Verse 3]
Oh is for that overtime I’m puttin’ in
We’ll go for hours take a break
And go at in again
Girl I work my way from A
All the way to Z
But trust me baby girl
O is where you wanna be
Couldn’t believe me when I tell you
I’m not tryna tell you what to do
Cause when it’s said and done
The choice ain’t mine it’s really up to you
Just say yes don’t fix your mouth to tell me no
Drop that bottom
Jaw for me and just say Oh

[Chorus]

[Outro]
Let me hear you say
Oh, when I’m hittin’ it
Let me hear you say
Oh, when I’m gettin’ it
Ohh...
Let me hear you say
Oh, when you come see Oh
Let me hear you say
Oh, when you come from the back to the front
Now somebody say my name
Let me hear you say
Oh, when the sun goin’ down
Let me hear you say
Oh, when you can’t make another sound
Now scream
Baby girl let me hear me scream Oh
Baby girl let me hear me scream Oh"
3592,Back Then,Mike Jones,Mike Jones,Back Then Mike Jones,"[Hook]
""Back then hoes didn't want me, now I'm hot hoes all on me""
""Back then hoes didn't want me, now I'm hot hoes all on me - I SAID""
""Back then hoes didn't want me, now I'm hot hoes all on me""
""Back then hoes didn't want me, now I'm hot hoes all on me - I SAID""
""Back then hoes didn't want me, now I'm hot hoes all on me""
""Back then hoes didn't want me, now I'm hot hoes all on me - I SAID""
""Back then hoes didn't want me, now I'm hot hoes all on me""
""Back then hoes didn't want me, now I'm hot hoes all on me - I SAID""

[Verse 1]
Mike Jones!!
Befo' I came up in the game these hoes didn't show no love
They see me in the club and used to treat me like a scrub
They wouldn't holla cause my dollars wasn't swoll enough
I bet they change they mind when them 84's come rollin up
They see that I'm a star, now they wanna sit in my car
Now they wanna count my cheese, smoke my weed and sip my barre now
They used to love to me diss me, now they rush to hug and kiss me now
They tellin' all they friends when I leave how they miss me now
2 8 1, 3 3 oh, 8 0 0 4
Hit Mike Jones up on the low cause Mike Jones about to blow
Befo' the ice was in my grill, before I got my major deal
These hoes wouldn't give a damn if I was heah, geah
Befo' the ice was in my grill, before I got my major deal
These hoes wouldn't give a damn if I was heah, geah
Befo' the ice was in my grill, before I got my major deal
These hoes wouldn't give a damn if I was heah, geah - because

[Hook]

[Verse 2]
I remember back den, most of them hoes couldn't stand me
But now them same hoes beggin me to pull down they panties
A couple of 'em said I was cute but I was just too chubby
Same size a year later the same hoes wanna fuck me
Because they see me paid, pimpin pens, workin my jelly
And I ain't trippin' cause my pockets stick out mo' than my belly
They know I'm paid, livin' laid in the shade
Two slabs in the Escalade with fo' or five estates
Then know that I got it made, I'm a motherfuckin baller she would
Want a nigga now but I ain't got no time to call her
I'ma stall her like she stalled me, now she tryna call me
Bitch I'ma dog yo' hoe ass like you dogged me
I'm Mike Jones, don't act like you don't know the name
Ain't nothin' changed but my change, I'ma stay the same
I'm Mike Jones, don't act like you don't know the name
Ain't nothin' changed but my change, I'ma stay the same

[Hook]

[Verse 3]
Befo' my paper came, befo' I got my fame
These hoes that's poppin on me now didn't even know my name
They said my flow was lame, they said I had no game
I told 'em all I was fin' to blow they thought I was insane
But then my name started blowin up quick, now they jumpin on my dick
Cause they see me on the rise and oh now my paper thick
But then my name started blowin up quick, now they jumpin on my dick
Because they see me on the rise and oh now my paper thick

[Hook]"
3593,Numb/Encore,Jay-Z and Linkin Park,Jay-Z and,Numb/Encore Jay-Z and,"[Intro: Linkin Park & Jay-Z]
Yeah
Thank you, thank you, thank you, you're far too kind!
Whoo! Aha, uh, whoo, yeah! Ready?
Whoo, whoo, whoo!

[Chorus: Kanye West, Jay-Z & Chester Bennington]
Can I get an encore, do you want more?
Cookin' raw with the Brooklyn boy
So for one last time I need y'all to roar
Uh, uh, uh, uh, yeah! Now, what the hell are you waitin' for?
After me, there shall be no more
So for one last time, nigga, make some noise

[Mike Shinoda]
Get 'em Jay!

[Verse 1: Jay Z]
Who you know fresher than Hov'? Riddle me that!
The rest of y'all know where I'm lyrically at
Can't none of y'all mirror me back
Yeah, hearin' me rap is like hearin' G. Rap in his prime
I'm Young H.O., rap's grateful dead
'Bout to take over the globe, now break bread
I'm in Boeing jets, Global Express
Out the country but the blueberry still connect
On the low but the yacht got a triple deck
But when you young, what the fuck you expect? Yep, yep!
Grand openin', grand closin'
God damn, your man Hov' cracked the can open again
Who you gon' find doper than him with no pen
Just draw off inspira- (-tion-tion)
Soon you gon' see you can't replace (him him)
With cheap imitations for these generations!

[Chorus]
Can I get an encore, do you want more?
Cookin' raw with the Brooklyn boy
So for one last time I need y'all to roar
Uh, uh, uh, uh, yeah! Now, what the hell are you waitin' for?
After me, there shall be no more
So for one last time, nigga, make some noise
What the hell are you waiting for?

[Verse 2: Jay Z]
Look what you made me do, look what I made for you
Knew if I paid my dues, how will they pay you?
When you first come in the game, they try to play you
Then you drop a couple of hits, look how they wave to you
From Marcy to Madison Square
To the only thing that matters in just a matter of years (yeah)
As fate would have it, Jay's status appears
To be at an all-time high, perfect time to say goodbye
When I come back like Jordan
Wearing the 4-5, it ain't to play games with you
It's to aim at you, probably maim you
If I owe you I'm blowin' you to smithereens
Cocksucker, take one for your team
And I need you to remember one thing (one thing)
I came, I saw, I conquered
From record sales, to sold out concerts
So, motherfucker, if you want this encore
I need you to scream, 'til your lungs get sore

[Verse 3: Chester Bennington]
I'm tired of being what you want me to be
Feeling so faithless, lost under the surface
Don't know what you're expecting of me
Put under the pressure of walking in your shoes
(Caught in the undertow, just caught in the undertow)
Every step that I take is another mistake to you
(Caught in the undertow, just caught in the undertow)
And every second I waste is more than I can take!

[Chorus 2: Chester Bennington]
I've become so numb, I can't feel you there
Become so tired, so much more aware
I'm becoming this, all I want to do
Is be more like me and be less like you
I've become so numb

[Outro: Chester Bennington & Jay Z]
Can I get an encore? Do you want more? (more, more, more)
I've become so numb
So for one last time I need y'all to roar
One last time I need y'all to roar"
3594,Wonderful,Ja Rule featuring R. Kelly and Ashanti,Ja Rule,Wonderful Ja Rule,"[Hook: R. Kelly and Ashanti]
If it wasn't for the money
Cars and movies stars and jewels
And all these things I got
I wonder, hey
Would you still want me
(Want you)
Would you still be calling me
(Still calling you)
You be loving me?
(I'll be loving you)

[Ja Rule]
Wanna keep you flawed with no dough
Pimpin ain't easy
Trust me I know
When gangstas and hoes
Go go go go go go together
Like chinchilla and bad weather
I'm good but been better
All my bros, chedda and glamorous things
Copped a few cars
A crib with a east and west wing
Cuz this is how I'm livin and yall women know the secrets
Of how to get it and keep it
How to prey on my weakness
Cuz the power of p-u-s-s-y
Got a lotta niggas wonderin it ain't just I
Gotta keep ya cash comin
And that's on my life
If it wasn't for the money and the things I got
Shit, she probably wouldn't like me
But I keep her and Irv and Jeffrey quite icy
Sip seraphim, who doesn't like me
And the murderous I-N-C

[Hook: R.Kelly and Ashanti]
If it wasn't for the money
Cars and movies stars and jewels
And all these things I got
I wonder, hey
Would you still want me
(Want you)
Would you still be calling me
(Still calling you)
You be loving me?
(I'll be loving you)
Oh, oh, oh

[R. Kelly]
How many girls does it take to get to
Mack status
Player status
Pimps that get
Ya boy half rich fore we hit show biz
But show biz brought next level chicks
Pull them in them hot cars go and buy the whole bar nigga
I came from the dirt what you want me to say
I'm at the top of the world and life's a pussy buffet
And that's why I get m-i-a
Shut the game down so the bustas can't play
Hell yeah I splurge money
Hell yeah I act funny
Look at you like fuck you
All the shit I been thru
It's a wonder why I'm still here
Said I was gone but I'm still here
And all you bitches that left me here
Its mighty strange how you right back here

[Hook: R.Kelly and Ashanti]
If it wasn't for the money
Cars and movies stars and jewels
And all these things I got
I wonder, hey
Would you still want me
(Want you)
Would you still be calling me
(Still calling you)
You be loving me?
(I'll be loving you)
Oh, oh, oh

[Ja Rule and R.Kelly]
I wonder why love is about money
And why you wanna take it all from me
Honey
My life is dark but its lovely
Crimes cars cribs ain't that right Kelly?
(Oh oh oh oh oh oh)
Yall bitches don't know
Money ain't a thang
Mami need a lil change
Girl I'm pitchin quarters
Closest to the arches but live in a fortress
New benzes new porsches
New cases new lawyers
I'm becoming the infamous notorious rule
Niggas couldn't walk a mile in my shoes
Niggas don't possess the heart that I do
And it's a wonder that I'm still here
Thought I was gone but I'm still here
And all you bitches that left me here
Its kinda funny how you right back there

[Hook: R.Kelly and Ashanti]
If it wasn't for the money
Cars and movies stars and jewels
And all these things I got
I wonder, hey
Would you still want me
(Want you)
Would you still be calling me
(Still calling you)
You be loving me?
(I'll be loving you)
Oh, oh, oh

[R. Kelly]
Oh oh oh oh ohhhhh
Oh oh oh oh
Oh oh oh oh
Oh oh oh oh
Oh oh oh oh
Oh oh oh oh
Oh oh oh oh
Oh oh oh oh
Oh oh oh oh
Oh oh oh oh
Oh oh oh oh
Oh oh oh oh
Oh oh oh oh
Oh oh oh oh"
3595,I'm Sprung,T-Pain,T-Pain,I'm Sprung T-Pain,"I'm sprung
Now that she got me
Got me doin' things I'll never do
If you ain't been I'm tellin' you

I'm sprung
(I'm sprung)
Now that she got me
Got me doin' things I'll never do
If you ain't been I'm tellin' you

You do
You do
You do
You do

You do
You do
You do

I'm sprung
Now that she got me
Got me doin' things I'll never do
If you ain't been I'm tellin' you

I'm sprung
(I'm sprung)
Now that she got me
Got me doin' things I'll never do
If you ain't been I'm tellin' you

You do
You do
You do
You do

You do do do, do do
Do do do, do do
Do, do do, do do do

She got me doin' the dishes
Anything she want for some kisses
I'm cookin' for her when she gets hungry
All she doin' is actin' like she want me

She cuttin' off all my homies
Even all my other ronnies
She ain't even my main lady
See I been thinkin' bout it lately

Man she really don't deserve me
All she wanna do is hurt me
So I gotta get away from her

But now I'm leaving quickly
Before she come and try to get me
And I'm takin' everything with me
Well it all come down to her

I'm sprung
Now that she got me
Got me doin' thing's I'll never do
If you ain't been I'm tellin' you

I'm sprung
(I'm sprung)
Now that she got me
Got me doin' things I'll never do
If you ain't been I'm tellin' you

You do
You do
You do
You do

You do do do, do do
Do do do, do do
Do, do do, do do do

So we went our separate ways
It's been a couple of days
But now I'm doin' what I want to
With nobody tellin' me what I'm gon' do

And I'm feelin' so free
With nobody but me
Now I can handle all my business
All of my fellas, can I get a witness?

But I'm feelin' kinda lonely
On top of that I'm kinda horny
And I gotta get back to her

Now I'm leavin' quickly
Before she come and try to get me
And I'm takin' everything with me
Well it all come down to her

I'm sprung
Now that she got me
Got me doin' things I'll never do
If you ain't been I'm tellin' you

I'm sprung
(I'm sprung)
Now that she got me
Got me doin' things I'll never do
If you ain't been I'm tellin' you

(You do)
Do do do, do do
(You do)
Do do do, do do
(You do)
Do, do do, do do do
(You do)

(You do)
Do do do, do do
(You do)
Do do do, do do
(You do)
Do, do do, do do do"
3596,Chariot,Gavin DeGraw,Gavin DeGraw,Chariot Gavin DeGraw,"[Verse 1]
Staring at a maple leaf
Leaning on the mother tree
I said to myself, ""we all lost touch""
Your favorite fruit is chocolate covered cherries
And seedless watermelon, oh
Nothing from the ground is good enough
Body rise
Look what's over me

[Chorus]
Oh, chariot your golden waves
Are walking down upon this face
Oh, chariot I'm singing out loud
To guide me
Give me your strength

[Verse 2]
Remember seeking moon's rebirth
Rains made mirrors of the earth
The sun was just yellow energy
It is a living promise land
Even over fields of sand
Seasons fill my mind and
Cover me
Bringing back
More than a memory

[Chorus]
Oh, chariot your golden waves
Are walking down upon this face
Oh, chariot I'm singing out loud
To guide me
Give me your strength

[Bridge]
You'll be my vacation away from this place
You know what I want
Holding that cup
It's pouring over the sides
Make me wanna spread my arms and fly

[Chorus]
Oh, chariot your golden waves
Are walking down upon this face
Oh, chariot I'm singing out loud
To guide me
Give me your strength

[Outro]
Give me your strength (chariot)
Give me your strength (chariot)
Give me your strength (chariot)
Give me your strength (chariot)
Give me your strength (give it to me)
Chariot
Give me your strength (give it to me)
Chariot
Give me your strength (give it to me)
Chariot
Give me your strength, oh chariot"
3597,U Already Know,112 featuring Foxy Brown,112 featuring,U Already Know 112 featuring,"[Intro - Slim]
Uh, 112
Uh, Oh baba-ba-baby

[Verse 1 - Slim]
Tonight's your night girl (Yes)
I'm trynin' to give you that thing to make you say (Yes)
From the kitchen floor down to the fire place (Yes)
Insense burning, your body's talking that shit to me
Cancel that phone (Yes)
The only sound I'm tryin' to hear is your moan (Yes)
You ridin' topless, no panties on (Yes)
And I've been thinkin' 'bout this all day long
You're giving me the fire though..

[Hook (2X)]
Papa coming home, like to give you that raw
Favorite position, from the back door
Girl you know the drill don't ask no questions, you already know

[Verse 2 -Q]
Is your girl Jenny home (Yes)
Call her up and tell her it's 'bout to be on (Yes)
Tell her don't show if it ain't heels and thongs (Yes)
I can already see it, ooh what a feeling
Just don't (Yes)
Get jealous if I hit that to hard (Yes)
Cuz you come first
You know your my heart (Yes)
Cuz it'll always be your's, girl I'm 'bout to turn you out

[Hook (2X)]
Papa coming home, like to give you that raw
Favorite position, from the back door
Girl you know the drill don't ask no questions, you already know

[Bridge - Daron]
You know just how I like it to see it
(You know just how I like to see it)
You know just how I like beat it, you already know
You know I like to go down and eat it
(I love it when you go down and eat it)
And you know I won't stop until you get it, you already know

[Hook (2X)]
Papa coming home, like to give you that raw
Favorite position, from the back door
Girl you know the drill don't ask no questions, you already know"
3598,Mississippi Girl,Faith Hill,Faith Hill,Mississippi Girl Faith Hill,"[Intro]
Well it's a long way from Star, Mississippi
To the big stage I'm singing on tonight
And sometimes the butterflies still get me
When I'm in the spotlight

[Verse 1]
And some people seem to think that I've changed
That I'm different than I was back then
But in my soul I know that I'm the same way
That I really always been

[Chorus]
Because a Mississippi girl don't change her ways
Just cause everybody knows her name
Isn't big-headed from a little bit of fame
I still like wearing my old ball cap
Ride my kids around piggy back
They might know me all around this world
But you all I'm still a Mississippi girl

[Verse 2]
Well I spent a few weeks in California
They put my face on the big movie screen
But that don't mean I've forgotten where I came from
That's just me chasing dreams, yeah

[Chorus] [x2]

[Outro]
Mississippi girl
Oh
Mississippi girl
Mississippi girl
Yeah yeah
Oh oh
Mississippi girl"
3599,Number One Spot,Ludacris,Ludacris,Number One Spot Ludacris,"[Intro]
Yeah baby, hehe, yeah!
Back again (that's right) Luda! Ha ha ha ha (Feel this)
It gets meaner and meaner each time baby
Feelin real good too (holla at 'em man) What up Uncle 'Face! (Yeah)
I'm a bull in this industry man (tell 'em)
Some would rather run down and get one cow (nah)
I think I'd rather walk down and get 'em all
You know what I'm talkin 'bout right? Look

[Verse 1]
I'm never going nowhere so don't try me
My music sticks in fans' veins like an IV
Flows poison like Ivy, oh they grimy
Already offers on my 6th album from labels tryin to sign me
Respected highly, ""Hi, Mr. O'Reilly!""
Hope all is well, kiss the plaintiff and the wifey
Drove through the window, the industry super sized me
Now the girls see me and a river's what they cry me
I'm on the rise, so many people despise me
Got party ammunition for those tryin to surprise me (surprise!)
It's a celebration and everyone should invite me
Roll with the crew or meet the bottom of our Nikes (blaow!)
Explorer like Dora these swipers can't swipe me
My whole aura's so MEAN in my white tee
Nobody light-skinned did reppin harder since Ice-T
You disagree, take the Tyson approach and bite me!

[Hook]
Whoa! Don't slip up or get got! (Why not man?)
I'm comin' for that number one spot! (Alright)
Rappers swearin' they on top! (Nuh uh, uh uh)
But I'm comin' for they number one spot! (Alright man)
Scheme scheme, plot plot (say WHAT?)
I'm comin' for that number one spot! (Woo, hey)
Keep it goin' it won't stop! (What you doin' man?)
I'm comin' for that number one spot!

[Verse 2]
Yes indeed, Ludacris I'm hotter than Nevada
Ready to break the steerin' column on yo' Impala
If I get caught, bail out, po'-po' I tell 'em holla
In court I never show up, like Austin Powers fa-zha
Father, father, and hey I love gold
But can buy anything I want from the records I've sold
Jacuzzi's hot, Cristal is so cold
Neighbors catch contacts, from the blunts that I've rolled
A pig in a blanket, a smoke and a pancake
Drop albums non-stop once a year for my fans sake
I crush mics until my hand breaks
Then shag now and shag later 'til these women can't stand straight
The Luda-meister got 'em feelin so randy
I'm +XXL+ so I call 'em my +Eye Candy+
Brush my shoulder and I, pop my collar
Cause I'm worth a million ga-zillion fa-fillion dollars

[Hook]
Whoa! Don't slip up or get got! (Why not man?)
I'm comin for that number one spot! (Alright)
Rappers swearin they on top! (Nuh uh, uh uh)
But I'm comin' for they number one spot! (Alright man)
Scheme scheme, plot plot (say WHAT?)
I'm comin for that number one spot! (Woo, hey)
Keep it goin it won't stop! (What you doin' man?)
I'm comin for that number one spot!

[Verse 3]
Causin' lyrical disasters, it's the master
Make music for Mini-Me's, models and Fat Bastards
These women trying to get me out my Pelle Pelle
They strip off my clothes and tell me, ""Get in my belly!""
Stay on the track, hit the ground runnin like Flo-Jo
Sent back in time and I've never lost my mojo
Ladies and gentlemen ahh, boys and girls
Ludacris sent down to take over the whole world!

[Hook]
Whoa! Don't slip up or get got! (Why not man?)
I'm comin' for that number one spot! (Alright)
Rappers swearin' they on top! (Nuh uh, uh uh)
But I'm comin' for they number one spot! (Alright man)
Scheme scheme, plot plot (say WHAT?)
I'm comin' for that number one spot! (Woo, hey)
Keep it goin' it won't stop! (What you doin' man?)
I'm comin' for that number one spot!"
3600,Give Me That,Webbie featuring Bun B,Webbie featuring,Give Me That Webbie featuring,"(Oh) Girl give me that
(Oh Oh Oh) Girl give me that
Girl give me that (pussy)
(Oh Oh Oh) Girl give me that
Girl give me that (pussy)
(Oh Oh Oh) Girl give me that there
Girl give me that pussy
(Oh Oh Oh) Girl give me that

[Lil Webbie] - Verse 1
You know you want it
Girl don't act like you don't want it
Girl I want it just as bad as you do
And look see I can tell from this lil vibe
You got me feeling that you dig me
Boo I'm digging you too
You wanna be one of the chosen few
Then gon jig up in this motherfucker
Maybe me and you can do it big up in this motherfucker
Sit you in a crib where you can chill
Don't have to move a muscle
Give you some be good now you be good
Daddy gon hustle
Come here let me Whisper in your ear
I gotta tell you something
Listening to this song kinda make a nigga want something
Did some daydreaming
Now I'm fiending like I'm on something
Girl don't hold it from me
Cause right now I'll be don strong on ya
I ain't the type to ruin your life
By running game and throwing your dreams
Get in your brain suit your game
Ease your pain and show you things
Sit you on some leather seats while blowing green
And switching lanes
Girl stop playing games let me beat it out the frame

[Hook - repeat 4X]
Girl give me that pussy
Girl give me that
Girl give me girl give me that there

[Bun B from UGK] - Verse 2
She five foot seven a hundred and thirty nine pounds
Thirty six twenty four thirty eight pretty fine brown
Bad lil broad I ain't seen her in a minute
Since the All-Star game and I'm still tryin to hit it
Got a baby for this nigga that I used to sell things
He caught a fed case and he ain't leave her no change
She sold all his jewels she sold all his cars
Now she dancing in the shaker club stripping for the stars
Sliding down the pole slow drop it to a split
Pussy popping on a handstand man she the shit
She still looking tight though
Still built right though
Run my game right and after the club
She might go back to the telly with me
Shake her jelly with me
Let my people bust on her face and her belly with me
I got Lil Webbie with me and he ain't hating
We some players in this bitch so baby stop hesitating

[Hook - repeat 4X]
Girl give me that pussy
Girl give me that
Girl give me girl give me that there

[Lil Webbie] - Verse 3
Now I can tell from your size that that pussy is fire
So I'm here and willing to give you whatever it require
For you to lay down on your back and then open your thighs
Long sharp deep and wide have you rolling your eyes
You a big fine horse I had no choice but to try it
Look like it's worth a couple g's but ain't some shit I buy
Let me whisper in your ear again I ain't gon lie
I might share a lil meal just don't tell nobody
Look you know you want it
Girl don't act like you don't want it
Girl you want it just as bad as I do
But check this out
You gon be wishing that you been gave me your money
By the time I finish rumbling with you
While rhymes get loose let's take this shit to the room
And you just keep yourself excited til we get to the room
Cuz I've been rocked up since I met you
I'm ready to give you the blues
Don't stunt now take off your shoes
Don't act confused you know what time it is

[Hook - repeat 4X]
Girl give me that pussy
Girl give me that
Girl give me girl give me that there"
3601,Yeah!,Usher featuring Lil Jon and Ludacris,Usher featuring,Yeah! Usher featuring,error
3602,Burn,Usher,Usher,Burn Usher,"[Intro]
Girl, I understand why
See, it's burning me to hold onto this
I know this is something I gotta do
But that don't mean I want to
What I'm trying to say is that, I... love you, I just...
I feel like this is coming to an end
And its better for me to let it go now
Than hold on and hurt you
I gotta let it burn

[Verse 1]
It's gonna burn for me to say this, but it's coming from my heart
It's been a long time coming, but we done been fell apart
Really wanna work this out, but I don't think you're gonna change
I do, but you don't think it's best we go our separate ways
Tell me why I should stay in this relationship
When I'm hurting, baby, I ain't happy, baby
Plus there's so many other things I gotta deal with
I think that you should let it burn

[Chorus]
When your feeling ain't the same and your body don't want to
But you know gotta let it go 'cause the party ain't
Jumping like it used to, even though this might bruise you
Let it burn, let it burn, gotta let it burn
Deep down, you know it's best for yourself, but you
Hate the thought of her being with someone else
But you know that it's over, we knew it was through
Let it burn, let it burn, gotta let it burn

[Verse 2]
Sending pages I ain't supposed to
Got somebody here, but I want you
'Cause the feeling ain't the same
Find myself calling her your name
Ladies, tell me do you understand?
Now, all my fellas, do you feel my pain?
It's the way I feel
I know I made a mistake, now it's too late
I know she ain't coming back
What I gotta do now to get my shorty back?
Oh oh oh oh
Man, I don't know what I'm gonna do without my boo
You've been gone for too long
It's been fifty-leven days, umpteen hours
I'ma be burning 'til you return (let it burn)

[Chorus]
When your feeling ain't the same and your body don't want to
But you know gotta let it go 'cause the party ain't
Jumping like it used to, even though this might bruise you
Let it burn, let it burn, gotta let it burn
Deep down, you know it's best for yourself, but you
Hate the thought of her being with someone else
But you know that it's over, we knew it was through
Let it burn, let it burn, gotta let it burn

[Bridge]
I'm twisted 'cause one side of me is telling me that I need to move on
On the other side, I wanna break down and cry
I'm twisted 'cause one side of me is telling me that I need to move on
On the other side, I wanna break down and cry
Ooh, ooh, ooh, ooh, ooh, ooh
Ooh, ooh, ooh (can you hear me burning?)
Ooh, ooh, ooh, ooh, ooh, ooh
So many days, so many hours
I'm still burning 'til you return (let it burn)

[Chorus]
When your feeling ain't the same and your body don't want to
But you know gotta let it go 'cause the party ain't
Jumping like it used to, even though this might bruise you
Let it burn, let it burn, gotta let it burn
Deep down, you know it's best for yourself, but you
Hate the thought of her being with someone else
But you know that it's over, we knew it was through
Let it burn, let it burn, gotta let it burn"
3603,If I Ain't Got You,Alicia Keys,Alicia Keys,If I Ain't Got You Alicia Keys,"[Verse 1]
Some people live for the fortune
Some people live just for the fame
Some people live for the power, yeah
Some people live just to play the game
Some people think
That the physical things
Define what's within
And I've been there before
That life's a bore
So full of the superficial

[Chorus]
Some people want it all
But I don't want nothing at all
If it ain't you, baby
If I ain't got you, baby
Some people want diamond rings
Some just want everything
But everything means nothing
If I ain't got you, yeah

[Verse 2]
Some people search for a fountain
Promises forever young
Some people need three dozen roses
And that's the only way to prove you love them
Hand me the world on a silver platter
And what good would it be
With no one to share
No one who truly cares for me

[Chorus]
Some people want it all
But I don't want nothing at all
If it ain't you, baby
If I ain't got you, baby
Some people want diamond rings
Some just want everything
But everything means nothing
If I ain't got you, you, you
Some people want it all
But I don't want nothing at all
If it ain't you, baby
If I ain't got you, baby
Some people want diamond rings
Some just want everything
But everything means nothing
If I ain't got you, yeah

[Outro]
If I ain't got you with me, baby oh
Said nothing in this whole wide world don't mean a thing
If I ain't got you with me, baby"
3604,This Love,Maroon 5,Maroon 5,This Love Maroon 5,"[Verse 1]
I was so high I did not recognize
The fire burning in her eyes
The chaos that controlled my mind
Whispered goodbye and she got on a plane
Never to return again
But always in my heart

[Chorus]
This love has taken its toll on me
She said goodbye too many times before
And her heart is breaking in front of me
I have no choice 'cause I won't say goodbye anymore

[Verse 2]
I tried my best to feed her appetite
Keep her coming every night
So hard to keep her satisfied
Keep playing love like it was just a game
Pretending to feel the same
Then turn around and leave again

[Chorus]
This love has taken its toll on me
She said goodbye too many times before
And her heart is breaking in front of me
I have no choice 'cause I won't say goodbye anymore

[Bridge]
I'll fix these broken things
Repair your broken wings
And make sure everything's alright
My pressure on your hips
Sinking my fingertips
Into every inch of you
'Cause I know that's what you want me to do

[Chorus to fade out]
This love has taken its toll on me
She said goodbye too many times before
And her heart is breaking in front of me
I have no choice 'cause I won't say goodbye anymore
This love has taken its toll on me
She said goodbye too many times before
And my heart is breaking in front of me
She said goodbye too many times before
This love has taken its toll on me
She said goodbye too many times before
And her heart is breaking in front of me
I have no choice 'cause I won't say goodbye anymore"
