,Song,Artist,artist_trunc,search_term,lyrics_raw
2448,Promise,Jagged Edge,Jagged Edge,Promise Jagged Edge,"[Chorus]
Nothing is promised to me and you
So why will we let this thing go
Baby I promise that I'll stay true
Don't let nobody say it ain't so
And baby I promise
That I will never leave
And everything will be alright, I
I promise these things to you
Girl just believe
I promise

[Verse 1 - Brandon]
Should of known the things you said been right
Forever is such a very long time
We never even had a fight
Don't let no one change your mind
Cause they don't know how much I care
They don't know the things we share unless they're here babe
But since they're not
How can they say that I'm not true, oh, oh, oh

[Pre-Chorus]
If you need a love, I got the love that you need
Ain't no way they can take that from me
And I pray to God that one day they will see
They'll see that I'm all that you need

[Chorus]
Nothing is promised to me and you
So why will we let this thing go
Baby I promise that I'll stay true
Don't let nobody say it ain't so
And baby I promise
That I will never leave
And everything will be alright, I
I promise these things to you
Girl just believe
I promise

[Verse 2 - Brian]
When I think of all the times I said
That I will see you another day
Baby nothing's gonna change, yes it is
Said you mean the world to me
And baby girl I keep you first, yeah
Cause that's the kind of love you deserve
And you know I got a love if you need a love, yeah

[Pre-Chorus]
If you need a love, I got the love that you need
Ain't no way they can take that from me
And I pray to God that one day they will see
They'll see that I'm all that you need

[Chorus]
Nothing is promised to me and you
So why will we let this thing go
Baby I promise that I'll stay true
Don't let nobody say it ain't so
And baby I promise
That I will never leave
And everything will be alright, I
I promise these things to you
Girl just believe
I promise

[Outro]
You're the only I want in my life
And I promise everything is alright babe
You're the only I want in my life
I promise, promise, promise, promise you baby
You're the only I want in my life
And I promise everything is alright babe
You're the only I want in my life
I promise, promise, promise, promise you baby"
2449,Missing You,Case,Case,Missing You Case,"[Verse 1]
Standing here, looking out my window
My nights are long and my days are cold
'Cause I don't have you
How can I be so damn demanding?
I know you said that it's over now
But I can't let go

[Bridge]
Every day, I want to pick up the phone
And tell you that
You're everything I need and more
If only I could find you

[Hook]
Like a cold summer afternoon
Like the snow coming down in June
Like a wedding without a groom
I'm missing you
I'm the desert without the sand
You're the woman without a man
I'm a ring without a hand
I'm missing you

[Verse 2]
Driving 'round, thought I saw you pass me
My rearview mirror's playing tricks on me
Cause you fade away
Maybe I'm just hallucinating
Cause my loneliness got the best of me
And my heart's so weak

[Bridge]
Every day, I want to pick up the phone
And tell you that
You're everything I need and more
If only I could find you

[Hook]
Like a cold summer afternoon
Like the snow coming down in June
Like a wedding without a groom
I'm missing you
I'm the desert without the sand
You're the woman without a man
I'm a ring without a hand
I'm missing you
Like a cold summer afternoon
Like the snow coming down in June
Like a wedding without a groom
I'm missing you
I'm the desert without the sand
You're the woman without a man
I'm a ring without a hand
I'm missing you

[Interlude]
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Said I'm, I'm missing you

[Hook]
Like a cold summer afternoon
Like the snow coming down in June
Like a wedding without a groom
I'm missing you
I'm the desert without the sand
You're the one without a man
I'm a ring without a hand
I'm missing you
Like a cold summer afternoon
Like the snow coming down in June
Like a wedding without a groom
I'm missing you
I'm the desert without the sand
You're the one without a man
I'm a ring without a hand
I'm missing you
Like a cold summer afternoon
Like the snow coming down in June
Like a wedding without a groom
I'm missing you
I'm the desert without the sand
You're the one without a man
I'm a ring without a hand
I'm missing you

[Outro]
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah"
2450,Differences,Ginuwine,Ginuwine,Differences Ginuwine,"Oh, hey...
Oh, yeah, oh, yeah
To you
Oh, yeah, oh, yeah

[Hook]
My whole life has changed
Since you came in, I knew back then
You were that special one
I'm so in love, so deep in love
You make my life complete
You are so sweet, no one competes
Glad you came into my life
You blind me with your love, with you I have no sight

[Verse 1 : Ginuwine]
Girl, you open me, I'm wide open
And I'm doing things I never do
But I feel so good, I feel so good
Why it takes so long for me finding you
This is my story and I'm telling you
It's not fiction, it's surely a fact
Without you right here having my back
I really don't know just where I'd be at

[Hook]
My whole life has changed (My whole life has changed)
Since you came in, I knew back then (Ooh...oh...)
You were that special one (You were that)
I'm so in love, so deep in love
You make my life complete (You make, make my love
Complete)
You are so sweet (Oh, oh), no one competes
Glad you came into my life (Ooh...)
You blind me with your love, with you I have no sight

[Verse 2 : Ginuwine]
I analyzed myself, I was buck wild
Never thought about settling down
But all the time I knew I was ready
But not with all my friends around
But girl, I put you first now (I put you first now)
You made me, helped mold me (Helped mold me, baby)
Turned me into a man, I'm so responsible
And I owe it all to you

[Hook]
My whole life has changed (My whole life has changed)
Since you came in, I knew back then (Oh, oh)
You were that special one (You were that special one)
I'm so in love, so deep in love (Oh, oh, oh....)
You make my life complete (You make my life complete)
You are so sweet, no one competes
Glad you came into my life (So glad you came in)
You blind me with your love (Blind me, baby), with you
I have no sight

[Bridge]
(God has blessed me) God has blessed me, baby
Girl, He was good to me when He sent you
(I'm so happy, baby)
I'm so happy, I'm so happy, baby, oh, yes, baby
(Share my world) Come and share my world, baby
Oh...whoa...yeah. yeah
(I'm so in love) I'm so in love
I'm addicted to your love, baby, yeah...

[Hook]
My whole life has changed (Oh, yes, I am)
Since you came in, I knew back then (Ooh)
You were that special one (You were that very, very
Special one)
I'm so in love (You were that very, very special one)
So deep in love
You make my life complete (You make my life complete)
You are so sweet (Yes, you did, baby), no one competes
(No one competes, oh)
Glad you came into my life
You blind me with your love (Come on), with you I have
No sight
My whole life has changed (My whole life has changed)
Since you came in, I knew back then (You made a
Difference in my life)
You were that special one (I knew you were that
Special one)
I'm so in love, so deep in love (When I first laid
Eyes on you, babe)
You make my life complete (You make my life complete
Darlin')
You are so sweet, no one competes (No one competes
Baby)
Glad you came into my life (No one, no one)
You blind me with your love (No one), with you I have
No sight (Come on)
My whole life has changed (Oh...whoa...whoa...whoa...)
Since you came in, I knew back then.."
2451,This I Promise You,'N Sync,'N Sync,This I Promise You 'N Sync,"[Verse 1]
When the visions around you
Bring tears to your eyes
And all that surrounds you
Are secrets and lies
I'll be your strength
I'll give you hope
Keeping your faith when it's gone
The one you should call
Was standing there all along

[Chorus]
And I will take you in my arms
And hold you right where you belong
Til' the day my life is through
This I promise you
This I promise you

I've loved you forever
In lifetimes before
And I promise you never
Will you hurt anymore
I give you my word
I give you my heart
This is a battle we've won
And with this vow
Forever has now begun

[Chorus]
Just close your eyes
Each loving day
I know this feeling won't go away (no)
Till the day my life is through
This I promise you..
This I promise you..

[Bridge]
Over and over I fall
When I hear you call
Without you in my life, baby
I just wouldn't be living at all

[Chorus]
And I will take you in my arms
And hold you right where you belong
Til' the day my life is through
This I promise you

Just close your eyes
Each loving day
I know this feeling won't go away (no)
Every word I say is true
This I promise you

[Outro]
Every word I say is true
This I promise you
Ooh, I promise you"
2452,Izzo (H.O.V.A.),Jay-Z,Jay-Z,Izzo (H.O.V.A.) Jay-Z,"[Produced by Kanye West]

[Intro]
Ladies and gentlemen
Let's put our hands together for this dynasty!
Welcome ladies and gentlemen
To the eighth wonder of the world!
The flow of the century, always timeless: HOV!
Thanks for coming out tonight
You could've been anywhere in the world
But you're here with me, I appreciate that

[Verse 1]
H to the izz-O, V to the izz-A
For shizzle, my nizzle, used to dribble down in VA
Was herbing 'em in the home of the Terrapins
Got it dirt cheap for them
Plus if they was short with cheese I would work with them
Brought in weed, got rid of that dirt for them
Wasn't-born-hustlers, I was birthing 'em
H to the izz-O, V to the izz-A
For sheezy, my neezy, keep my arms so breezy
Can't leave rap alone, the game needs me
Haters want me clapped in chrome, it ain't easy
Cops want to knock me, D.A. wants to box me in
But somehow I beat them charges like Rocky
H to the izz-O, V to the izz-A
Not guilty, he who does not feel me
Is not real to me, therefore he doesn't exist
So poof! —Vamoose, son of a bitch!

[Hook]
H to the izz-O, V to the izz-A
For shizzle, my nizzle, used to dribble down in VA
H to the izz-O, V to the izz-A
That's the anthem, get'cha damn hands up!
H to the izz-O, V to the izz-A
Not guilty, y'all got to feel me
H to the izz-O, V to the izz-A
That's the anthem, get'cha damn hands up!

[Verse 2]
I do this for my culture, to let them know
What a nigga look like when a nigga in a roaster
Show them how to move in a room full of vultures
Industry is shady, it needs to be taken over
Label owners hate me, I'm raising the status quo up
I'm overcharging niggas for what they did to the Cold Crush
Pay us like you owe us for all the years that you hoed us
We can talk, but money talks, so talk mo' bucks

[Hook]
H to the izz-O, V to the izz-A
For shizzle, my nizzle, used to dribble down in VA
H to the izz-O, V to the izz-A
That's the anthem, get'cha damn hands up!
H to the izz-O, V to the izz-A
Not guilty, y'all got to feel me
H to the izz-O, V to the izz-A
That's the anthem, get'cha damn hands up!

[Verse 3]
Hov is back, life stories told through rap
Niggas acting like I sold you crack
Like I told you sell drugs; no, Hov did that
So hopefully you won't have to go through that
I was raised in the projects, roaches and rats
Smokers out back sellin' their mama's sofa
Lookouts on the corner focused on the ave
Ladies in the window, focused on the kinfolk
Me under a lamppost, why I got my hand closed?
Crack's in my palm, watching the long arm of the law
So you know I seen it all before
I've seen Hoop Dreams deflate like a true fiend's weight
To try and to fail: the two things I hate
Succeed and this rap game: the two things that's great
H to the izz-O, V to the izz-A
What else can I say about dude? I gets bu-sy

[Hook]
H to the izz-O, V to the izz-A
For shizzle, my nizzle, used to dribble down in VA
H to the izz-O, V to the izz-A
That's the anthem, get'cha damn hands up!
H to the izz-O, V to the izz-A
Not guilty, y'all got to feel me
H to the izz-O, V to the izz-A
That's the anthem, get'cha damn hands up!

[Outro]
H to the Izz-o, V to the Izz-A
H to the Izz-o, V to the Izz-A
H to the Izz-o, V to the Izz-A
H to the Izz-o, V to the Izz-A"
2453,Superwoman Pt. II,Lil' Mo featuring Fabolous,Lil' Mo,Superwoman Pt. II Lil' Mo,error
2454,Crazy for This Girl,Evan and Jaron,Evan and,Crazy for This Girl Evan and,"[Verse 1]
She rolls the window down
And she talks over the sound
Of the cars that pass us by
And I don't know why
But she's changed my mind

[Chorus]
Would you look at her as she looks at me?
She's got me thinkin' about her constantly
But she don't know how I feel
And as she carries on without a doubt
I wonder if she's figured out
I'm crazy for this girl

[Verse 2]
She was the one to hold me
The night the sky fell down
And what was I thinkin' when
The world didn't end?
Why didn't I know what I know now?

[Chorus]
Would you look at her as she looks at me?
She's got me thinkin' about her constantly
But she don't know how I feel
And as she carries on without a doubt
I wonder if she's figured out
I'm crazy for this girl

[Bridge]
I'm crazy for this girl
And right now
Face to face, all my fears
Pushed aside and right now
I'm ready to spend
The rest of my life with you

[Chorus]
Would you look at her as she looks at me?
She's got me thinkin' about her constantly
But she don't know how I feel
And as she carries on without a doubt
I wonder if she's figured out
I'm crazy for this girl
I'm crazy for this girl...

[Chorus]
Would you look at her as she looks at me?
She's got me thinkin' about her constantly
But she don't know how I feel
And as she carries on without a doubt
I wonder if she's figured out
I'm crazy for this girl
Yeah, I'm crazy for this girl"
2455,Nobody Wants to Be Lonely,Ricky Martin and Christina Aguilera,Ricky Martin,Nobody Wants to Be Lonely Ricky Martin,"[Intro]
Why? Why? Why?

[Verse 1: Ricky]
There you are in a darkened room
And you're all alone, looking out the window
Your heart is cold and lost the will to love
Like a broken arrow
Here, I stand in the shadows (in the shadows)
Come to come, come to me
Can't you see that...

[Chorus: Both]
Nobody wants to be lonely?
Nobody wants to cry
My body's longing to hold you
So bad, it hurts inside
Time is precious and it's slipping away
And I've been waiting for you all of my life
Nobody wants to be lonely
So why (why), why don't you let me love you?
Why, why, oh, why?

[Verse 2: Christina & Ricky]
Can you hear my voice, do you hear my song?
It's a serenade, so your heart can find me, oh
And suddenly you're flying down the stairs
Into my arms, baby, oh
Before I start going crazy (goin' crazy)
Run to me (run to me) 'cause I'm dying

[Chorus]
Nobody wants to be lonely (wants to be lonely)
Nobody wants to cry
My body's longing to hold you
So bad it hurts inside
Time is precious and it's slipping away
And I've been waiting for you all of my life
Nobody wants to be lonely
So why (why), why don't you let me love you?
Why, why, oh, why?
Why, why don't you let me love you?

[Bridge]
I wanna feel you need me
Feel you need me
Just like the air you're breathing breathing
Breathing, I need you here in my life
Don't walk away, don't walk away
Don't walk alway, don't walk away
No, no, no, no
Nobody wants to be lonely
Nobody wants to cry, yeah, yeah

[Chorus: Both]
Nobody wants to be lonely
Nobody wants to cry (Nobody wants to cry)
My body's longing to hold you (it's longing to hold you)
So bad, it hurts inside
Time is precious and it's slipping away
And I've been waiting for you all of my life
Nobody wants to be lonely
So why (why), why don't you let me love you?
Nobody wants to be lonely
Nobody wants to cry (Nobody wants to cry)
My body's longing to hold you
So bad, it hurts inside"
2456,I Just Wanna Love U (Give It 2 Me),Jay-Z,Jay-Z,I Just Wanna Love U (Give It 2 Me) Jay-Z,"[Produced by The Neptunes]

[Intro: Jay-Z & Pharrell Williams]
Let's go
Hov!
Uh huh, Hov'
You, are, not, ready
Hov', unstoppable, Dynasty, young Hova

[Pre-Hook: Pharrell Williams & Jay-Z]
I'm a hustler baby, I'm a hustler
I just want you to know, wanna let you know
It ain't where I been, it ain't where I been
But where I'm bout to go, top of the world!
Now I just wanna love you, just wanna love you
But be who I am, you know you love me
And with all this cash, mo' money, mo' problems
You'll forget your man

[Hook: Pharrell Williams & Omillio Sparks]
Now give it to me
Gimme that funk, that sweet, that nasty, that gushi stuff
But don't bullshit me
C'mon, gimme that funk, that sweet, that nasty, that gushi stuff

[Verse 1: Jay-Z]
Yeah, uhh, yeah
When the Remy's in the system, ain't no tellin'
Will I fuck 'em, will I diss 'em, that's what they be yellin'
I'm a pimp by blood, not relation
Y'all be chasin', I replace them, huh?
Drunk off Cris', mami on E
Can't keep her little model hands off me
Both in the club, high, singing off key
""And I wish I never met her at all...""
It gets better, ordered another round
It's, about, to go, down
Got six model chicks, six bottles of Cris'
Four Belvederes, got weed everywhere
What do you say, me, you, and your Chloe glasses
Go somewhere private where we can discuss fashion
Like, Prada blouse, Gucci bra
Filth Mart jeans, take that off

[Hook: Pharrell Williams & Omillio Sparks]
Give it to me
Gimme that funk, that sweet, that nasty, that gushi stuff
But don't bullshit me
C'mon, gimme that funk, that sweet, that nasty, that gushi stuff
Give it to me
Gimme that funk, that sweet, that nasty, that gushi stuff
But don't bullshit me
Mama, gimme that funk, that sweet, that nasty, that gushi stuff

[Verse 2: Jay-Z]
Yeah, yeah, yeah, yeah
Yeah, save the narrative, you saving it for marriage
Let's keep it real ma, you saving it for carats
You wanna see how far I'ma go
How, much I'ma spend but you already know
Zip, zero, stingy with dinero
Might buy you Cris', but that about it
Might light your wrist, but that about it
Fuck it, I might wife you and buy you nice whips
Ma, but you really gotta ride nice dick
Know how to work your hips and your head's priceless
Profess you love the Hov', and I'll never let you down
Get you bling like the Neptune sound
Okay, hot Hov', too hot to hold
Ladies love me long time like 2Pac's soul
Only way to roll, Jigga and two ladies
I'm too cold, Motorola, two way page me, c'mon

[Hook: Pharrell Williams & Omillio Sparks]
Give it to me
Gimme that funk, that sweet, that nasty, that gushi stuff
But don't bullshit me
C'mon, gimme that funk, that sweet, that nasty, that gushi stuff
So give it to me
Gimme that funk, that sweet, that nasty, that gushi stuff
But don't bullshit me
Mama, gimme that funk, that sweet, that nasty, that gushi stuff

[Pre-Hook: Pharrell Williams & Jay-Z]
I'm a hustler baby
I just want you to know
It ain't where I been
But where I'm bout to go
Now I just wanna love you
But be who I am
And with all this cash, mo' money, mo' problems
You'll forget your man

[Verse 3: Jay-Z]
Yeah, yeah, yeah
Same song, I'm back, been around the world
Ro-mancing girls that dance with girls
From, Club Cheetah, to Club Amnesia
The Peanuts in L.A., bubblin' in Dublin
Can't deny me, why would you want to
You need me, why don't you try me
Baby you want to, believe me, Hov'!

[Hook: Pharrell Williams & Omillio Sparks]
Give it to me
Gimme that funk, that sweet, that nasty, that gushi stuff
But don't bullshit me
C'mon, gimme that funk, that sweet, that nasty, that gushi stuff
Give it to me
Gimme that funk, that sweet, that nasty, that gushi stuff
But don't bullshit me
Mama, gimme that funk, that sweet, that nasty, that gushi stuff
Give it to me"
2457,One Minute Man,Missy Elliott featuring Ludacris,Missy Elliott,One Minute Man Missy Elliott,"[Intro]
Ooh, I don't want I don't need I can't stand no minute man
I don't want no minute man
Ooh, here's your chance be a man take my hand understand
I don't want no minute man
Ooh, ooh, ooh, ah, ah, ooh, ooh, ah

[Verse 1]
Boy I'mma make you love me, make you want me
And I'mma give you some attention, tonight (Shut up!)
Now follow my intuitions, what you're wishin'
See I'mma keep you up all night (all night), for a long time
So start countin' away

[Hook]
Break me off, show me what you got
Cause I don't want, no one minute man
Break me off, show me what you got
Cause I don't want, no one minute man
Break me off, show me what you got
Cause I don't want, no one minute man
Break me off, show me what you got
Cause I don't want, no

[Verse 2]
Tonight I'mma give it to you, throw it to you
I want you to come prepared, ohh yeah (Oh yes)
Boy it's been a long time, a crazy long time
And I don't want no minute man, and that's real
Give it to me some more

[Hook]
Break me off, show me what you got
Cause I don't want, no one minute man
Break me off, show me what you got
Cause I don't want, no one minute man
Break me off, show me what you got
Cause I don't want, no one minute man
Break me off, show me what you got
Cause I don't want, no

[Verse 3: Ludacris]
It's time to set your clock back bout as long as you can
I stop daylight, it's Ludacris the maintenance man
Get your oil changed, I check fluids and transmission
You one minute fools, you wonder why y'all missin
On the back of milk cartons and there's no reward
No regards, close but it's no cigar
A hard head make a soft ass, but a hard dick make the sex last
I jump in pools and make a big splash
Water overflowin, so get your head right
It's all in your mind punk so keep your head tight
Enough with tips and advice and thangs
I'm big dog, havin women seein stripes and thangs
They go to sleep, start snorin, countin sheep and shit
They so wet, that they body start to leak and shit
Just cause I'm an all-nighter, shoot all fire
Ludacris, balance and rotate all tires

[Bridge]
Ooh, I don't want I don't need I can't stand no minute man
I don't want no minute man
Ooh, here's your chance be a man take my hand understand
I don't want no minute man

[Hook]
Break me off, show me what you got
Cause I don't want, no one minute man
Break me off, show me what you got
Cause I don't want, no one minute man
Break me off, show me what you got
Cause I don't want, no one minute man
Break me off, break me off, break me off
Cause I don't want, no one minute man

[Verse 4: Trina]
You know lil' mama ain't with that quick shit
You better break me off stiff tongue or stiff dick
One minute, two minutes, three minutes
Hell naw, to please me you gotta sleep in it
I see you talk a good game and you play hard
But if I put this thing on ya, can you stay hard?
If not, you better keep your day job
Cause I'm looking for a man to make me say God
I'm off glass and you know this
I'll work your ass out like aerobics
So baby stay focused
Start off slow and then speed it up
Baby show me what you got, is you a G or what?
If you can't beat it up then eat it up
Put a cherry on top, whip cream it up, What?

[Outro]
Break me off, show me what you got
Cause I don't want, no one minute man
Break me off, show me what you got"
2458,Danger (Been So Long),Mystikal featuring Nivea,Mystikal featuring,Danger (Been So Long) Mystikal featuring,"[Verse 1: Offset]
Tryna get demons up outta me (demons)
Turn to a beast, eat your arteries (beast)
Deceasing opponents so properly (opponent)
Unleashing the dark side what got to me (dark)
We come to take this shit over (hey)
Foot on the gas, hear the motor (skrrt)
Switchin' my thoughts, I'm bipolar (woo)
I stare in the eyes of a cobra (sss)
Say you want smoke, come get it (come on)
You wanna play dumb, I'm wit' it (wit' it)
I'm about to take over the city (hey)
I came with my committee, gang with it (gang)
Came for the bag and the profit (bag)
Lookin' for the wave when we got it (wave)
Nigga, you ain't scare nobody (boo)
Bop-bop, that's a whole body (bop)

[Pre-Chorus: Quavo]
Cold case, cold-cold case
On the dark side, if you keep cold, it's a cold case
Cold-cold case, cold-cold case
In my right mind, I can ride right 'til I road rage
Cold-cold case, cold case
Skeleton on my left wrist, in that soul place
Cold-cold case, cold-cold case
On my knees, thanking God that he got me through the pain

[Chorus: Quavo]
Danger, danger
I don't fit in, I'm a stranger
Believer, believer
I can take out all the evil
Empowerment to all my people
I can prove to you I'm a leader
Run through the money, no Visa
Forgive me 'cause my life illegal

[Verse 2: Takeoff]
Searchin' for the bag and the prize (bag)
On a mission lookin' for them bad guys
Can't run no play over my head, I'm real wise
Look at his eyes, wide, think he traumatized
Take me as a joke, I'ma hang 'em on the rope (rope)
'Cause where I'm from, we don't play like that on nawf side (no)
Better not freeze 'cause we know you're gon' choke (choke)
Talk behind my back but your shots backfired
I know you tried but you never could survive
I see the fear that's in your eyes (eyes)
Run like Forrest, they tryna hide
They criticize in disguise (criticize)
They know I can only tell the truth (truth)
They know all you do is tell lies (lies)
I'm about to take over the city, tell me you just with it
'Cause I know my squad gon' ride (ride)

[Pre-Chorus: Quavo]
Cold case, cold-cold case
On the dark side, if you keep cold, it's a cold case
Cold-cold case, cold-cold case
In my right mind, I can ride right 'til I road rage
Cold-cold case, cold case
Skeleton on my left wrist, in that soul place
Cold-cold case, cold-cold case
On my knees, thanking God that he got me through the pain

[Chorus: Quavo]
Danger, danger
I don't fit in, I'm a stranger
Believer, believer
I can take out all the evil
Empowerment to all my people
I can prove to you I'm a leader
Run through the money, no Visa
Forgive me 'cause my life illegal

[Bridge: Offset]
Come on, say you want smoke come get it (wit' it)
You wanna play dumb, I'm with it (gang, gang, bag)
Lookin' for the wave when we got it (wave)
Bop-bop, that's a whole body (bop)

[Chorus: Quavo]
Danger, danger
I don't fit in, I'm a stranger
Believer, believer
I can take out all the evil
Empowerment to all my people
I can prove to you I'm a leader
Run through the money, no Visa
Forgive me 'cause my life illegal
Danger, danger
I don't fit in, I'm a stranger
Believer, believer
I can take out all the evil
Empowerment to all my people
I can prove to you I'm a leader
Run through the money, no Visa
Forgive me 'cause my life illegal"
2459,Only Time,Enya,Enya,Only Time Enya,"[Verse 1]
Who can say where the road goes
Where the day flows, only time
And who can say if your love grows
As your heart chose, only time

[Instrumental/Vocalisation Hook]

[Verse 2]
Who can say why your heart sighs
As your love flies, only time
And who can say why your heart cries
When your love lies, only time

[Instrumental/Vocalisation Hook]

[Verse 3]
Who can say when the roads meet
That love might be in your heart
And who can say when the day sleeps
If the night keeps all your heart
Night keeps all your heart

[Instrumental Bridge w/ Vocalisations]

[Verse 4]
Who can say if your love grows
As your heart chose, only time
And who can say where the road goes
Where the day flows, only time

[Outro]
Who knows? Only time
Who knows? Only time"
2460,I Do!!,Toya,Toya,I Do!! Toya,"[Verse 1:]
He was a six foot stallion
Said a storybook thug
He was the kind
That made you wonder how he put down the love

He had a hickey in his pocket
A phat rock in his ear
He made my heart stop pulpitating
Every time he came near

He has a spanking new Range for that tight wardrobe
His pants was saggin
He was plaided
And his head was cornrows

He has his wrists bling-blinging
And his long legs was bow
He tried to push up on me
But I knew he had me at go

[Chorus x2:]
I do
I wonder if you feel the same way I do
I can see it in your eyes
I entice you

So come on, shorty
If you think you can roll
With an iced out playa
Balling out of control

[Verse 2:]
Me and my crew started grooving
Made our way to the floor
It's time to activate my plan
And give this hottie a show

I shook my hips
Took a dip
Roll my tongue 'cross my lips

And when he took his place to dance wit me
I felt fingertips on the small of my back
So I had to react like I was playing hard to get
And told that boy to step back

But when I looked deep in his eyes
All I could see was his soul
I'm 'bout to make this guy my man
That I can tell you
Fa 'sho

[Repeat Chorus:]

[Bridge x2:]
Watch me
Drop, drop
Shake it
For the fellas who know

Watch me pop
Pop my hips
As I dip and roll

Watch me stop
Stop traffic as I walk through the room
Knowing all the papi's want me
But all I want is you

[Repeat Chorus x4:]"
2461,Never Had a Dream Come True,S Club 7,S Club,Never Had a Dream Come True S Club,"[Verse 1: Jo]
Everybody's got something
They had to leave behind
One regret from yesterday
That just seems to grow with time
There's no use looking back or wondering (or wondering)
How it could be now or might have been (or might have been)
All this I know but still I can't find ways to let you go

[Chorus: All & Jo]
I never had a dream come true
'Til the day that I found you
Even though, I pretend that I've moved on
You'll always be my baby
I never found the words to say (never found the words to say)
You're the one I think about each day (the one I think about each day)
And I know no matter where life takes me to
A part of me will always be with you, yeah

[Verse 2: Jo]
Somewhere in my memory
I've lost all sense of time
And tomorrow can never be
'Cause yesterday is all that fills my mind
There's no use looking back or wondering (or wondering)
How it should be now or might have been (might have been)
All this I know but still I can't find ways to let you go

[Chorus: All]
I never had a dream come true
'Til the day that I found you
Even though, I pretend that I've moved on
You'll always be my baby
I never found the words to say (never found the words to say)
You're the one I think about each day (the one I think about each day)
And I know no matter where life takes me to
A part of me will always be

[Bridge: Jo]
You'll always be the dream that fills my head
Yes you will, say you will, you know you will, oh baby
You'll always be the one I know I'll never forget
There's no use looking back or wondering (or wondering)
Because love is a strange and funny thing (and funny thing)
No matter how I try and try I just can't say good-bye
No, no, no, no

[Chorus: All & Jo]
I never had a dream come true
'Til the day that I found you
Even though, I pretend that I've moved on
You'll always be my baby
I never found the words to say (never found the words to say)
You're the one I think about each day (the one I think about each day)
And I know no matter where life takes me to
A part of me will always be
A part of me will always be with you"
2462,Stranger in My House,Tamia,Tamia,Stranger in My House Tamia,"I don't understand
You look just like the man
In the picture by our bed
The suspence is pounding and clouding up my head
I'm checkin' your clothes
And you wear the same size shoes
You sleep in his spot
And you're driving his car
But I don't know just who you are

1 - There's a stranger in my house
It took a while to figure out
There's no way you could be who you say you are
You gotta be someone else
Cuz he wouldn't touch me like that
And he wouldn't treat me like you do
He would adore me, he wouldn't ignore me
So I'm convinced there's a stranger in my house

I'm not sure who you are
Don't see your shadow around when you walk
U leave with no kisses
Goodbye with no words
If these walls could talk
They would have nothing to tell

So what could it be?
Is there someone immitating me?
Could she be taking my place?
Look me in the face
And tell me that I'm wrong
When I say...

Repeat 1

Pop quiz
Tell me where we first kissed
Tell me where my spot is
Tell me if I liked it, loved it
Or could it be
That the stranger is me
Have I changed so drastically?
Is it I want more for me?
And you remain the same

Repeat 1 to fade"
2463,Irresistible,Jessica Simpson,Jessica Simpson,Irresistible Jessica Simpson,"[Intro]
You Know I don't know what it is
But everything about you is so irresistible

[Verse 1]
Don't you try and tell me that he's not my type
To hide what I feel inside
When he makes me weak with desire
I Know that I'm supposed to make him wait
Let him think I like the chase but I can't
Stop fanning the fire, I know I meant to say no

[Chorus]
But he's irresistible
Up close and personal
Now inescapable
I can hardly breathe, more than just
Physical deeper than spiritual
His ways are powerful
And irresistible to me (yeah yeah, I can hardly breathe)

[Verse 2]
Don't you think I'm trying to tell my heart what's right
That I should really say goodnight
But I can't stop myself from falling (falling)
Maybe I'll tell him that I feel the same
That I don't want to play no game (No)
Because when I Feel his arms wrapped around me
I know I'm meant to say no (I meant to say L No)

[Chorus]

[Verse 3]
Can't You see whenever he's close to me
I really find it hard to breathe
He's so irresistible
Baby you know its more than just spiritual
His kisses are powerful

[Chorus] [x2]"
