,Song,Artist,artist_trunc,search_term,lyrics_raw
2720,Starboy,The Weeknd featuring Daft Punk,The Weeknd,Starboy The Weeknd,"[Verse 1]
I'm tryna put you in the worst mood, ah
P1 cleaner than your church shoes, ah
Milli point two just to hurt you, ah
All red Lamb’ just to tease you, ah
None of these toys on lease too, ah
Made your whole year in a week too, yah
Main bitch out your league too, ah
Side bitch out of your league too, ah

[Pre-Chorus]
House so empty, need a centerpiece
20 racks a table cut from ebony
Cut that ivory into skinny pieces
Then she clean it with her face man I love my baby
You talking money, need a hearing aid
You talking bout me, I don't see the shade
Switch up my style, I take any lane
I switch up my cup, I kill any pain

[Chorus]
Look what you've done
I’m a motherfuckin' starboy
Look what you've done
I'm a motherfuckin' starboy

[Verse 2]
Every day a nigga try to test me, ah
Every day a nigga try to end me, ah
Pull off in that Roadster SV, ah
Pockets overweight, gettin' hefty, ah
Coming for the king, that's a far cry, ah
I come alive in the fall time, I
No competition, I don't really listen
I’m in the blue Mulsanne bumping New Edition

[Pre-Chorus]
House so empty, need a centerpiece
20 racks a table cut from ebony
Cut that ivory into skinny pieces
Then she clean it with her face man I love my baby
You talking money, need a hearing aid
You talking bout me, I don’t see the shade
Switch up my style, I take any lane
I switch up my cup, I kill any pain

[Chorus]
Look what you've done
I’m a motherfuckin' starboy
Look what you've done
I'm a motherfuckin’ starboy

[Verse 3]
Let a nigga brag Pitt
Legend of the fall took the year like a bandit
Bought mama a crib and a brand new wagon
Now she hit the grocery shop looking lavish
Star Trek roof in that Wraith of Khan
Girls get loose when they hear this song
100 on the dash get me close to God
We don't pray for love, we just pray for cars

[Pre-Chorus]
House so empty, need a centerpiece
20 racks a table cut from ebony
Cut that ivory into skinny pieces
Then she clean it with her face man I love my baby
You talking money, need a hearing aid
You talking 'bout me, I don't see the shade
Switch up my style, I take any lane
I switch up my cup, I kill any pain

[Chorus]
Look what you've done
I'm a motherfuckin' starboy
Look what you've done
I'm a motherfuckin' starboy
Look what you've done
I'm a motherfuckin' starboy
Look what you've done
I'm a motherfuckin' starboy"
2721,Location,Khalid,Khalid,Location Khalid,"[Chorus]
Send me your location, let's
Focus on communicating
'Cause I just need the time and place to come through (place to come through)
Send me your location
Let's ride the vibrations
I don't need nothing else but you

[Verse 1]
At times I wonder why I fool with you
But this is new to me, this is new to you
Initially, I didn't wanna fall for you
Gather my attention it was all for you, so don't
Take advantage, don't leave my heart damaged
To understand that things go a little bit better when you plan it... oh

[Chorus]
Send me your location, let's
Focus on communicating
'Cause I just need the time and place to come through (place to come through)
Send me your location
Let's ride the vibrations
I don't need nothing else but you

[Verse 2]
I don't wanna fall in love off of subtweets, so
Let's get personal
I got a lot of cool spots that we can go
Tell me what's the move and I got you
I'm only acting like this 'cause I like you
Just give me the vibe to slide then
Oh, I might make you mine by the night, and

[Chorus]
Send me your location, let's
Focus on communicating
'Cause I just need the time and place to come through (place to come through)
Send me your location
Let's ride the vibrations
I don't need nothing else but you

[Outro]
Ride, ride, ride, come and vibe with me tonight
I don't need nothing else but you
(I don't need nothing else but you)
Ride, ride, ride, come and vibe with me tonight
I don't need nothing else but you
Nothing else but you
Do, do, do, do, do, do
Oh, oh, mmm, mmm, mmm, mmm
Oh, oh, oh
Oh, oh, oh, mmm, mmm, mmm
Do, do, do, do, do, do, do
Do, do, do, do, do, do, do
I don't need nothing else but you"
2722,Attention,Charlie Puth,Charlie Puth,Attention Charlie Puth,"[Intro]
Woah-oah, hm-hmm

[Verse 1]
You've been runnin' 'round, runnin' 'round, runnin' 'round
Throwin' that dirt all on my name
'Cause you knew that I, knew that I, knew that I'd
Call you up
You've been going 'round, going 'round, going 'round
Every party in LA
'Cause you knew that I, knew that I, knew that I'd
Be at one, oh

[Pre-Chorus]
I know that dress is karma, perfume regret
You got me thinking 'bout when you were mine, ooh
And now I'm all up on ya, what you expect?
But you're not coming home with me tonight

[Chorus]
You just want attention, you don't want my heart
Maybe you just hate the thought of me with someone new
Yeah, you just want attention, I knew from the start
You're just making sure I'm never gettin' over you, oh

[Verse 2]
You've been runnin' 'round, runnin' 'round, runnin' 'round
Throwin' that dirt all on my name
'Cause you knew that I, knew that I, knew that I'd
Call you up
Baby, now that we're, now that we're, now that we're
Right here standin' face to face
You already know, 'ready know, 'ready know
That you won, oh

[Pre-Chorus]
I know that dress is karma, perfume regret
You got me thinking 'bout when you were mine, ooh
And now I'm all up on ya, what you expect? (oh baby)
But you're not coming home with me tonight, oh no

[Chorus]
You just want attention, you don't want my heart
Maybe you just hate the thought of me with someone new (someone new)
Yeah, you just want attention (oh), I knew from the start (the start)
You're just making sure I'm never gettin' over you (over you), oh

[Bridge]
What are you doin' to me?
What are you doin', huh? (What are you doin'?)
What are you doin' to me?
What are you doin', huh? (What are you doin'?)
What are you doin' to me?
What are you doin', huh? (What are you doin'?)
What are you doin' to me?
What are you doin', huh?

[Pre-Chorus]
I know that dress is karma, perfume regret
You got me thinking 'bout when you were mine
And now I'm all up on ya, what you expect?
But you're not coming home with me tonight

[Chorus]
You just want attention, you don't want my heart
Maybe you just hate the thought of me with someone new
Yeah, you just want attention, I knew from the start
You're just making sure I'm never gettin' over you, oh

[Bridge]
What are you doin' to me? (Hey)
What are you doin', huh? (What are you doin', love?)
What are you doin' to me?
What are you doin', huh? (Yeah, you just want attention)
What are you doin' to me? (I knew from the start)
What are you doin' huh? (You're just making sure I'm never gettin' over you)
What are you doin' to me?
What are you doin', huh?"
2723,There's Nothing Holdin' Me Back,Shawn Mendes,Shawn Mendes,There's Nothing Holdin' Me Back Shawn Mendes,"[Verse 1]
I wanna follow where she goes
I think about her and she knows it
I wanna let her take control
'Cause everytime that she gets close, yeah

[Pre-Chorus]
She pulls me in enough to keep me guessing
And maybe I should stop and start confessing
Confessing, yeah

[Chorus]
Oh, I've been shaking
I love it when you go crazy
You take all my inhibitions
Baby, there's nothing holding me back
You take me places that tear up my reputation
Manipulate my decisions
Baby, there's nothing holding me back
There's nothing holding me back
There's nothing holding me back

[Verse 2]
She says that she's never afraid
Just picture everybody naked
She really doesn't like to wait
Not really into hesitation

[Pre-Chorus]
Pulls me in enough to keep me guessing
And maybe I should stop and start confessing
Confessing, yeah

[Chorus]
Oh, I've been shaking
I love it when you go crazy
You take all my inhibitions
Baby, there's nothing holding me back
You take me places that tear up my reputation
Manipulate my decisions
Baby, there's nothing holding me back
There's nothing holding me back

[Bridge]
'Cause if we lost our minds and we took it way too far
I know we'd be alright, I know we would be alright
If you were by my side and we stumbled in the dark
I know we'd be alright, I know we would be alright
'Cause if we lost our minds and we took it way too far
I know we'd be alright, I know we would be alright
If you were by my side and we stumbled in the dark
I know we'd be alright, I know we would be alright

[Chorus]
Oh, I've been shaking
I love it when you go crazy
You take all my inhibitions
Baby, there's nothing holding me back
You take me places that tear up my reputation
Manipulate my decisions
Baby, there's nothing holding me back
There's nothing holding me back
I feel so free when you're with me, baby
Baby, there's nothing holding me back"
2724,Bodak Yellow (Money Moves),Cardi B,Cardi B,Bodak Yellow (Money Moves) Cardi B,"[Intro]
KSR
It's Cardi, ayy
Said, ""I'm the shit, they can't fuck with me if they wanted to""

[Chorus]
Said, ""Lil bitch, you can't fuck with me if you wanted to""
These expensive, these is red bottoms, these is bloody shoes
Hit the store, I can get 'em both, I don't wanna choose
And I'm quick, cut a nigga off, so don't get comfortable, look
I don't dance now, I make money moves
Say I don't gotta dance, I make money move
If I see you and I don't speak, that means I don't fuck with you
I'm a boss, you a worker, bitch, I make bloody moves

[Verse 1]
Now she say she gon' do what to who? Let's find out and see
Cardi B, you know where I'm at, you know where I be
You in the club just to party, I'm there, I get paid a fee
I be in and out them banks so much, I know they're tired of me
Honestly, don't give a fuck 'bout who ain't fond of me
Dropped two mixtapes in six months, what bitch working as hard as me?
I don't bother with these hoes, don't let these hoes bother me
They see pictures, they say, ""Goals,"" bitch, I'm who they tryna be
Look, I might just chill in some BAPE, I might just chill with your boo
I might just feel on your babe, my pussy feel like a lake
He wanna swim with his face, I'm like, ""Okay""
I'll let him get what he want, he buy me Yves Saint Laurent
And the new whip, when I go fast as a horse, I got the trunk in the front
I'm the hottest in the street, know you prolly heard of me
Got a bag and fixed my teeth, hope you hoes know it ain't cheap
And I pay my mama bills, I ain't got no time to chill
Think these hoes be mad at me, their baby father run a bill

[Chorus]
Said, ""Lil bitch, you can't fuck with me if you wanted to""
These expensive, these is red bottoms, these is bloody shoes
Hit the store, I can get 'em both, I don't wanna choose
And I'm quick, cut a nigga off, so don't get comfortable, look
I don't dance now, I make money moves
Say I don't gotta dance, I make money move
If I see you and I don't speak, that means I don't fuck with you
I'm a boss, you a worker, bitch, I make bloody moves

[Verse 2]
If you a pussy, you get popped, you a goofy, you a opp
Don't you come around my way, you can't hang around my block
And I just checked my accounts, turns out, I'm rich, I'm rich, I'm rich
I put my hand above my hip, I bet you dip, he dip, she dip
I say I get the money and go, this shit is hot like a stove
My pussy glitter as gold, tell that lil bitch play her role
I just arrove in a Rolls, I just came up in a Wraith
I need to fill up the tank, no, I need to fill up the safe
I need to let all these hoes know that none of their niggas is safe
I go to dinner and steak, only the real can relate
I used to live in the P's, now it's a crib with a gate
Rollie got charms, look like Frosted Flakes
Had to let these bitches know, just in case these hoes forgot
I just run and check the mail, another check from Mona Scott

[Chorus]
Said, ""Lil bitch, you can't fuck with me if you wanted to""
These expensive, these is red bottoms, these is bloody shoes
Hit the store, I can get 'em both, I don't wanna choose
And I'm quick, cut a nigga off, so don't get comfortable, look
I don't dance now, I make money moves
Say I don't gotta dance, I make money move
If I see you and I don't speak, that means I don't fuck with you
I'm a boss, you a worker, bitch, I make bloody moves"
2725,Redbone,Childish Gambino,Childish Gambino,Redbone Childish Gambino,"[Verse 1]
Daylight
I wake up feeling like you won't play right
I used to know, but now that shit don't feel right
It made me put away my pride
So long
You made a nigga wait for some, so long
You make it hard for boy like that to go on
I'm wishing I could make this mine, oh

[Pre-Chorus]
If you want it, yeah
You can have it, oh, oh, oh
If you need it, ooh
We can make it, oh
If you want it
You can have it

[Chorus]
But stay woke
Niggas creepin'
They gon' find you
Gon' catch you sleepin' (ooh)
Now stay woke
Niggas creepin'
Now don't you close your eyes

[Verse 2]
Too late
You wanna make it right, but now it's too late
My peanut butter chocolate cake with Kool-Aid
I'm trying not to waste my time

[Pre-Chorus]
If you want it, oh
You can have it, you can have it
If you need it
You better believe in something
We can make it
If you want it
You can have it, ah!

[Chorus]
But stay woke (stay woke!)
Niggas creepin' (they be creepin')
They gon' find you (they gon' find you)
Gon' catch you sleepin' (Gon' catch you sleepin', put your hands up now baby)
Ooh, now stay woke
Niggas creepin'
Now, don't you close your eyes
But stay woke, ooh
Niggas creepin' (they gon' find you!)
They gon' find you
Gon' catch you sleepin', ooh
Now stay woke
Niggas creepin'
Now, don't you close your eyes

[Outro]
How'd it get so scandalous?
How'd it get so scandalous?
(Oh, oh, baby you, how'd it get...)
How'd it get so scandalous?
How'd it get so scandalous?
But stay woke
But stay woke"
2726,I Don't Wanna Live Forever,Zayn and Taylor Swift,Zayn and,I Don't Wanna Live Forever Zayn and,"[Verse 1: ZAYN]
Been sitting eyes wide open behind these four walls, hoping you'd call
It's just a cruel existence like it's no point hoping at all

[Pre-Chorus 1: ZAYN]
Baby, baby, I feel crazy
Up all night, all night and every day
Give me something, oh, but you say nothing
What is happening to me?

[Chorus: ZAYN]
I don't wanna live forever, 'cause I know I'll be living in vain
And I don't wanna fit wherever
I just wanna keep calling your name until you come back home
I just wanna keep calling your name until you come back home
I just wanna keep calling your name until you come back home

[Verse 2: Taylor Swift]
I'm sitting eyes wide open and I got one thing stuck in my mind
Wondering if I dodged a bullet or just lost the love of my life

[Pre-Chorus 2: Taylor Swift]
Baby, baby, I feel crazy
Up all night, all night and every day
I gave you something, but you gave me nothing
What is happening to me?

[Chorus: ZAYN & (Taylor Swift)]
I don't wanna live forever, 'cause I know I'll be living in vain
And I don't wanna fit (fit, babe) wherever (wherever)
I just wanna keep calling your name until you come back home
I just wanna keep calling your name until you come back home
I just wanna keep calling your name until you come back home

[Bridge: Taylor Swift, ZAYN & Both]
I've been looking sad in all the nicest places
Baby, baby, I feel crazy
I see you around in all these empty faces
Up all night, all night and every day
I've been looking sad in all the nicest places
Give me something, oh, but you say nothing
Now I'm in a cab, I tell 'em where your place is
What is happening to me?

[Chorus: ZAYN]
I don't wanna live forever, 'cause I know I'll be living in vain
And I don't wanna fit wherever
I just wanna keep calling your name until you come back home
I just wanna keep calling your name until you come back home
I just wanna keep calling your name until you come back home
I just wanna keep calling your name until you come back home
I just wanna keep calling your name until you come back home

[Outro: Taylor Swift & ZAYN]
I just wanna keep calling your name until you come back home
Until you come back home"
2727,It Ain't Me,Kygo and Selena Gomez,Kygo and,It Ain't Me Kygo and,"[Verse 1: Selena Gomez]
I had a dream
We were sipping whiskey neat
Highest floor, The Bowery
Nowhere's high enough
Somewhere along the lines
We stopped seeing eye to eye
You were staying out all night
And I had enough

[Pre-Chorus: Selena Gomez]
No, I don't wanna know
Where you been or where you're goin'
But I know I won't be home
And you'll be on your own

[Chorus: Selena Gomez]
Who's gonna walk you
Through the dark side of the morning?
Who's gonna rock you
When the sun won't let you sleep?
Who's waking up to drive you home
When you're drunk and all alone?
Who's gonna walk you
Through the dark side of the morning?

[Drop: Selena Gomez & Kygo]
It ain't me
The Bowery, whiskey neat...
It ain't me
The Bowery, whiskey neat...
It ain't me
The Bowery, whiskey neat...
It ain't me
The Bowery, whiskey neat...
It ain't me

[Verse 2: Selena Gomez]
I had a dream
We were back to seventeen
Summer nights and The Libertines
Never growing up
I'll take with me
The polaroids and the memories
But you know I'm gonna leave
Behind the worst of us

[Chorus: Selena Gomez]
Who's gonna walk you
Through the dark side of the morning?
Who's gonna rock you
When the sun won't let you sleep?
Who's waking up to drive you home
When you're drunk and all alone?
Who's gonna walk you
Through the dark side of the morning?

[Drop: Selena Gomez & Kygo]
It ain't me, no no
It ain't me, no no
It ain't me, no no
It ain't me, no no
Who's gonna walk you through the dark side of the morning?
It ain't me
The Bowery, whiskey neat...
It ain't me
The Bowery, whiskey neat...
It ain't me
The Bowery, whiskey neat..."
2728,iSpy,Kyle featuring Lil Yachty,Kyle featuring,iSpy Kyle featuring,"[Intro: Kyle + Lil Yachty]
Man, fuck
What's wrong Kyle?
Man, these kids, man, talkin' shit, makin' me feel bad
Man, fuck them kids, bro! Look around, bro, look at life
Man, you're right
Mmm, you see? You see these fine bitches over here?
Yeah, woah…
You see these trees man? You see this water?
I guess it is okay
Come on, man, you got so much more to appreciate, man
Man you know what, y-you're right…
You damn right I'm right, I can't remember a time I was god-damn wrong
Man, thanks, Lil' Boat
Hey man, that's what I'm here for

[Verse 1: Kyle]
I ain't been gettin' high...
Well maybe a little, baby, I don't wanna lie
I know when you text me, girl, I don't always reply
Well you're not an angel either, you can't even fly
I notice, you think that you know shit
All this shade that's comin' at me, I wonder who throws it
They can't see the vision, boy they must be out of focus
That's a real hot album homie, I wonder who wrote it, oh shit
Otay, pray them niggas go away
Always hella clowns around it look like Cirque Du Soleil
This is not the album either, these are just the throwaways
This shit still so cold when it drop, it's gonna be a mothafuckin' snow day
Ayy, boy is good and he knows it, he don't say it, he shows it
I'm just like DeRozan, if I shoot it, it goes in
I am in Cali just coastin', get 'em so wet they need coasters
I got a selfie with Oprah, I just ain't never post it
And I'm in my happy place posted, I ain't frown since '06
I ain't cried since '01, my pad like Six Flags and your house is no fun
You can come back to mine though, your friend ain't cute but it's fine though
We gon' end on a high note

[Chorus: Kyle]
I spy with my little eye
A girlie I can get 'cause she don't get too many likes
A curly-headed cutie I can turn into my wife
Wait, that means forever, ever, hold up, never mind
Oh, I spy with my little eye
A girlie I can get 'cause she don't get too many likes
A curly-headed cutie I can turn into my wife
Wait, that means forever, ever, hold up, never mind

[Refrain: Kyle]
Oh I, I spy with my little eye
I spy, I spy with my little eye
Oh I, I spy with my little eye
I spy, I spy with my little eye
Oh I...

[Verse 2: Lil Yachty]
She said she 21, I might have to I.D. that
All my bitches come in pairs like balls in my nutsack
I remember ridin' around the city in a Hatchback
Lookin' for a problem with my young goblins
I'ma send a model home with her neck throbbin'
I done made so much money that it's non-stoppin'
Got my brothers on my back like the last name
I remember tellin' everyone I couldn't be tamed
Woah, six months later I had snapped and now I'm in the game
Went from fake chains to diamonds in another lane
Went from ""Can you take me here?"" to screening out the lane
Went from ""Damn this nigga lame"" to remember my name
So I remember all the people who ain't fucked with me
They went to college, now all them niggas is history
Upgraded from gold to diamonds in my teeth
Riding deep in the van, like we lookin' for a mystery (Raggy!)
So don't fuck with me
No, lately I been livin' like luxury
Boat and Kyle stick together like piano keys
And on my mother's mother I won't fuck a bitch without a damn rubber

[Chorus: Kyle]
I spy with my little eye
A girlie I can get 'cause she don't get too many likes
A curly-headed cutie I can turn into my wife
Wait, that means forever, ever, hold up, never mind
Oh, I...I spy with my little eye
A girlie I can get 'cause she don't get too many likes
A curly-headed cutie I can turn into my wife
Wait, that means forever, ever, hold up, never mind

[Refrain: Kyle]
Oh I, I spy with my little eye
I spy, I spy with my little eye
Oh I, I spy with my little eye
I spy, I spy with my little eye
Oh I..."
2729,Issues,Julia Michaels,Julia Michaels,Issues Julia Michaels,"[Verse 1]
I'm jealous, I'm overzealous
When I'm down I get real down
When I'm high I don't come down
But I get angry, baby, believe me
I could love you just like that
And I can leave you just as fast

[Pre-Chorus 1]
But you don't judge me
'Cause if you did, baby, I would judge you too
No, you don't judge me
'Cause if you did, baby, I would judge you too

[Chorus]
'Cause I got issues, but you got 'em too
So give 'em all to me and I'll give mine to you
Bask in the glory, of all our problems
'Cause we got the kind of love it takes to solve 'em
Yeah, I got issues
And one of them is how bad I need you

[Verse 2]
You do shit on purpose
You get mad and you break things
Feel bad, try to fix things
But you're perfect, poorly wired circuit
And got hands like an ocean
Push you out, pull you back in

[Pre-Chorus 2]
'Cause you don't judge me
'Cause if you did, baby, I would judge you too
No, you don't judge me
'Cause you see it from the same point of view

[Chorus]
'Cause I got issues, but you got 'em too
So give 'em all to me and I'll give mine to you
Bask in the glory, of all our problems
'Cause we got the kind of love it takes to solve 'em
Yeah, I got issues
And one of them is how bad I need you

[Bridge]
I got issues, you got 'em too
And one of them is how bad I need you
I got issues, you got 'em too

[Chorus]
'Cause I got issues, but you got 'em too
So give 'em all to me and I'll give mine to you
Bask in the glory, of all our problems
'Cause we got the kind of love it takes to solve 'em
Yeah, I got issues (I got)
And one of them is how bad I need you (You got 'em too)
Yeah, I got issues (I got issues)
And one of them is how bad I need you (You got 'em too)
Yeah, I got issues (I got)
And one of them is how bad I need you"
2730,Scars to Your Beautiful,Alessia Cara,Alessia Cara,Scars to Your Beautiful Alessia Cara,"[Verse 1]
She just wants to be beautiful
She goes unnoticed, she knows no limits
She craves attention, she praises an image
She prays to be sculpted by the sculptor
Oh, she don't see the light that's shining
Deeper than the eyes can find it
Maybe we have made her blind
So she tries to cover up her pain and cut her woes away
Cause covergirls don't cry after their face is made

[Chorus]
But there's a hope that's waiting for you in the dark
You should know you're beautiful just the way you are
And you don't have to change a thing
The world could change its heart
No scars to your beautiful, we're stars and we're beautiful
Oh, oh, oh
Oh-oh, oh, oh
And you don't have to change a thing
The world could change its heart
No scars to your beautiful, we're stars and we're beautiful

[Verse 2]
She has dreams to be an envy, so she's starving
You know, covergirls eat nothing
She says ""beauty is pain and there's beauty in everything""
""What's a little bit of hunger?""
""I can go a little while longer,"" she fades away
She don't see her perfect, she don't understand she's worth it
Or that beauty goes deeper than the surface, oh, oh
So to all the girls that's hurting, let me be your mirror
Help you see a little bit clearer the light that shines within

[Chorus]
There's a hope that's waiting for you in the dark
You should know you're beautiful just the way you are
And you don't have to change a thing
The world could change its heart
No scars to your beautiful, we're stars and we're beautiful

[Bridge]
No better you than the you that you are
No better you than the you that you are
No better life than the life we're living
No better life than the life we're living
No better time for your shine, you're a star
No better time for your shine, you're a star
Oh, you're beautiful, oh, you're beautiful

[Chorus]
And there's a hope that's waiting for you in the dark
You should know you're beautiful just the way you are
And you don't have to change a thing
The world could change its heart
No scars to your beautiful, we're stars and we're beautiful
And you don't have to change a thing
The world could change its heart
No scars to your beautiful, we're stars and we're beautiful"
2731,1-800-273-8255,Logic featuring Alessia Cara and Khalid,Logic featuring,1-800-273-8255 Logic featuring,"[Pre-Chorus: Logic]
I've been on the low
I been taking my time
I feel like I'm out of my mind
It feel like my life ain't mine
(Who can relate? Woo!)
I've been on the low
I been taking my time
I feel like I'm out of my mind
It feel like my life ain't mine

[Chorus: Logic]
I don't wanna be alive
I don't wanna be alive
I just wanna die today
I just wanna die
I don't wanna be alive
I don't wanna be alive
I just wanna die
And let me tell you why

[Verse 1: Logic]
All this other shit I'm talkin' 'bout they think they know it
I've been praying for somebody to save me, no one's heroic
And my life don't even matter, I know it, I know it
I know I'm hurting deep down but can't show it
I never had a place to call my own
I never had a home, ain't nobody callin' my phone
Where you been? Where you at? What's on your mind?
They say every life precious but nobody care about mine

[Pre-Chorus: Logic]
I've been on the low
I been taking my time
I feel like I'm out of my mind
It feel like my life ain't mine
(Who can relate? Woo!)
I've been on the low
I been taking my time
I feel like I'm out of my mind
It feel like my life ain't mine

[Chorus: Logic]
I want you to be alive
I want you to be alive
You don't gotta die today
You don't gotta die
I want you to be alive
I want you to be alive
You don't gotta die
Now lemme tell you why

[Verse 2: Alessia Cara]
It's the very first breath
When your head's been drowning underwater
And it's the lightness in the air
When you're there
Chest to chest with a lover
It's holding on, though the road's long
And seeing light in the darkest things
And when you stare at your reflection
Finally knowing who it is
I know that you'll thank God you did

[Verse 3: Logic]
I know where you been, where you are, where you goin'
I know you're the reason I believe in life
What's the day without a little night?
I'm just tryna shed a little light
It can be hard
It can be so hard
But you gotta live right now
You got everything to give right now

[Pre-Chorus: Logic]
I've been on the low
I been taking my time
I feel like I'm out of my mind
It feel like my life ain't mine
(Who can relate? Woo!)
I've been on the low
I been taking my time
I feel like I'm out of my mind
It feel like my life ain't mine

[Chorus: Logic]
I finally wanna be alive
I finally wanna be alive
I don't wanna die today
I don't wanna die
I finally wanna be alive
I finally wanna be alive
I don't wanna die
I don't wanna die

[Outro: Khalid]
Pain don't hurt the same, I know
The lane I travel feels alone
But I'm moving 'til my legs give out
And I see my tears melt in the snow
But I don't wanna cry
I don't wanna cry anymore
I wanna feel alive
I don't even wanna die anymore
Oh I don't wanna
I don't wanna
I don't even wanna die anymore"
2732,Slow Hands,Niall Horan,Niall Horan,Slow Hands Niall Horan,"[Verse 1]
We should take this back to my place
That's what she said right to my face
'Cause I want you bad
Yeah, I want you, baby
I've been thinkin' 'bout it all day
And I hope you feel the same way, yeah
'Cause I want you bad
Yeah, I want you, baby

[Chorus]
Slow, slow hands
Like sweat drippin' down our dirty laundry
No, no chance
That I'm leavin' here without you on me
I, I know
Yeah, I already know that there ain't no stoppin'
Your plans and those
Slow hands (woo)
Slow hands

[Verse 2]
I just wanna take my time
We could do this, baby, all night, yeah
'Cause I want you bad
Yeah, I want you, baby

[Chorus]
Slow, slow hands
Like sweat drippin' down our dirty laundry
No, no chance
That I'm leavin' here without you on me
I, I know
Yeah, I already know that there ain't no stoppin'
Your plans and those
Slow hands (woo)

[Bridge]
Fingertips puttin' on a show
Got me now and I can't say no
Wanna be with you all alone
Take me home, take me home
Fingertips puttin' on a show
Can't you tell that I want you, baby, yeah

[Chorus]
[Chorus]
Slow, slow hands
Like sweat drippin' down our dirty laundry
No, no chance
That I'm leavin' here without you on me
I, I know
Yeah, I already know that there ain't no stoppin'
Slow, slow hands
Like sweat drippin' down our dirty laundry
No, no chance
That I'm leavin' here without you on me
I, I know
Yeah, I already know that there ain't no stoppin'
Your plans and those
Slow hands (woo)
Woo, slow hands"
2733,Love on the Brain,Rihanna,Rihanna,Love on the Brain Rihanna,"[Verse 1]
And you got me like, ""Oh, what you want from me?""
(What you want from me?)
And I tried to buy your pretty heart, but the price too high
Baby you got me like ""Oh""
You love when I fall apart (fall apart)
So you can put me together and throw me against the wall

[Pre-Chorus]
Baby you got me like i-i-i-i-i-i-i-i-i-hiii, woo i-i-i-i-i-i-i-i-i-hiii
Don't you stop loving me (loving me)
Don't quit loving me (loving me)
Just start loving me (loving me)
Owwwwww

[Chorus]
And babe I’m fist-fighting with fire
Just to get close to you
Can we burn something babe
And I run for miles just to get a taste
Must be love on the brain
That’s got me feeling this way
It beats me black and blue but it fucks me so good
And I can’t get enough
Must be love on the brain yeah
And it keeps cursing my name
No matter what I do
I’m no good without you
And I can’t get enough
Must be love on the..... brain

[Verse 2]
Baby keep loving me
Just love me
Yeah, just love me
All you need to do is love me, yeah
Got me like, ah-ha-ha-owww
I’m tired of being played like a violin
What do I gotta do to get in your motherfuckin’ heart?
Baby like i-i-i-i-i-i-i-i-i-hiii, woo i-i-i-i-i-i-i-i-i-hiii

[Pre-Chorus]
Baby you got me like i-i-i-i-i-i-i-i-i-hiii, woo i-i-i-i-i-i-i-i-i-hiii
Don't you stop loving me (loving me)
Don't quit loving me (loving me)
Just start loving me (loving me)
Ooooooohhh

[Chorus]
And babe I’m fist-fighting with fire
Just to get close to you
Can we burn something babe
And I run for miles just to get a taste
Must be love on the brain
That’s got me feeling this way
It beats me black and blue but it fucks me so good
And I can’t get enough
Must be love on the brain yeah
And it keeps cursing my name
No matter what I do
I’m no good without you
And I can’t get enough
Must be love on the.... brain

[Click here to learn more about the making of ""Love on the Brain""]"
2734,I Feel It Coming,The Weeknd featuring Daft Punk,The Weeknd,I Feel It Coming The Weeknd,"[Intro: The Weeknd]
Yeah, uh

[Verse 1: The Weeknd]
Tell me what you really like
Baby, I can take my time
We don't ever have to fight
Just take it step-by-step
I can see it in your eyes
'Cause they never tell me lies
I can feel that body shake
And the heat between your legs

[Pre-Chorus: The Weeknd]
You've been scared of love and what it did to you
You don't have to run, I know what you've been through
Just a simple touch and it can set you free
We don't have to rush when you're alone with me

[Chorus: The Weeknd]
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe

[Verse 2: The Weeknd]
You are not the single type
So baby, this the perfect time
I'm just tryna get you high (I'm just tryna, babe)
And faded off this touch
You don't need a lonely night
So baby, I can make it right
You just got to let me try
To give you what you want

[Pre-Chorus: The Weeknd]
You've been scared of love and what it did to you
You don't have to run, I know what you've been through
Just a simple touch and it can set you free
We don't have to rush when you're alone with me

[Chorus: The Weeknd & Daft Punk]
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe

[Pre-Chorus: The Weeknd]
Hey! You've been scared of love and what it did to you
You don't have to run, I know what you've been through
Just a simple touch and it can set you free
We don't have to rush when you're alone with me

[Chorus: The Weeknd + Daft Punk]
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I know what you feel right now
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I know what you say right now, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I know what you say right now, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe

[Outro: Daft Punk]
I feel it coming, babe
I feel it coming, babe
I feel it coming, babe
I feel it coming, babe"
