,Song,Artist,artist_trunc,search_term,lyrics_raw
3280,Sure Be Cool If You Did,Blake Shelton,Blake Shelton,Sure Be Cool If You Did Blake Shelton,"[Click here to read Blake’s story behind “Sure Be Cool If You Did”]

[Verse 1: Blake Shelton]
I was gonna keep it real like chill like only have a drink or two
But it turned into a party when I started talking to you
Now you're standing in the neon looking like a high I wanna be on
Baby it's your call, no pressure at all

[Chorus: Blake Shelton]
You don’t have to throw back your pretty pink lemonade shooter and lean a little closer
You don’t have to keep on smiling that smile that’s driving me wild and when the night is almost over
Meet me in the middle of a moonlit Chevy bench seat and do a little bit of country song, hanging on
You don’t have to keep me fallin’ like this
But it’d sure be cool if you did

[Verse 2: Blake Shelton]
You can’t shoot me down cause you already knocked me dead
Got me falling apart with my heart talking out of my head
Let your mind take a little back road
Just as far as you wanna go
Baby I’ll do whatever you wanna do

[Chorus: Blake Shelton]
You don't have to throw back your pretty pink lemonade shooter
And lean a little closer
You don't have to keep on smiling that smile that's driving me wild
And when the night is almost over
Meet me in the middle of a moonlit Chevy bench seat
And do a little bit of country song, hanging on
You don't have to keep me falling like this
But it'd sure be cool if you did

[Bridge: Blake Shelton]
Have a night that you'll never forget
And now you're standing in the neon
Looking like a high I wanna be on

[Chorus: Blake Shelton]
You don't have to throw back your pretty pink lemonade shooter
And lean a little closer
You don't have to keep on smiling that smile that's driving me wild
And when the night is almost over
Meet me in the middle of a moonlit Chevy bench seat
And do a little bit of country song, hanging on
You don't have to keep me falling like this
But it'd sure be cool if you did"
3281,#Beautiful,Mariah Carey featuring Miguel,Mariah Carey,#Beautiful Mariah Carey,"[Intro: Mariah]
Ah, ah, you’re beautiful (yeah)
Ah, ah, you’re beautiful

[Verse 1: Miguel]
Hop on the back of my bike
Let the good wind blow through your hair
With an ass like that and a smile so bright
Oh, you’re killing me, you know it ain’t fair, yeah
Ride on through the middle of the night
Let the moonlight kiss your skin
When you dance like that, your jeans so tight
Oh, you’re killing me, baby, do it again

[Chorus: Miguel]
You’re beautiful
And your mind is fucking beautiful
And I can’t pretend
That doesn’t mean a thing to me, to me, yeah
You’re beautiful
Good Lord, you’re fucking beautiful
And I can’t pretend
That doesn’t mean a thing to me, to me, yeah, yeah

[Verse 2: Mariah]
I like when you run red lights
Don’t stop ’til you thrill me, oh, how you thrill me
Always in control, how you do it, I don’t know
But I don’t care, take me anywhere

[Chorus: Mariah & Both]
‘Cause it’s beautiful
Oh, you make me feel undressable
And I can’t pretend
That doesn’t mean a thing to me, to me, oh yeah
You’re beautiful
And your mind is fucking beautiful
And I can’t pretend
That that doesn’t mean a thing to me, to me, yes
You’re beautiful
Good Lord, you’re fucking beautiful (so beautiful)
And I can’t pretend
That doesn’t mean a thing to me, to me, yeah, yeah

[Outro: Mariah & Miguel]
Ah, ah, you’re beautiful
Ah, ah, you’re beautiful
You don’t know what you’re doing, darling
Ah, ah, you’re beautiful
Hop on back my bike, darling
Oh-oh, I'll take you
Ah, ah, you’re beautiful
Don’t you worry, darling
Ah, ah, you’re beautiful"
3282,Troublemaker,Olly Murs featuring Flo Rida,Olly Murs,Troublemaker Olly Murs,"[Intro: Flo Rida]
You're a troublemaker, you're a troublemaker
You ain't nothing but a troublemaker, girl

[Verse 1]
You had me hooked again from the minute you sat down
The way you bite your lip got my head spinnin' around
After a drink or two I was putty in your hands
I don't know if I have the strength to stand, oh oh oh...

[Pre-Chorus]
Trouble troublemaker, yeah, that's your middle name, oh oh oh...
I know you're no good but you're stuck in my brain
And I wanna know...

[Chorus]
Why does it feel so good but hurt so bad, oh oh oh?
My mind keeps saying
""Run as fast as you can""
I say, ""I'm done,"" but then you pull me back, oh oh oh...
I swear you're giving me a heart attack
Troublemaker!

[Verse 2]
It's like you're always there in the corners of my mind
I see a silhouette every time I close my eyes
There must be poison in those finger tips of yours
Cause I keep comin' back again for more, oh oh oh...

[Pre-Chorus]
Trouble troublemaker, yeah, that's your middle name, oh oh oh...
I know you're no good but you're stuck in my brain
And I wanna know...

[Chorus]
Why does it feel so good but hurt so bad, oh oh oh?
My mind keeps saying
""Run as fast as you can""
I say, ""I'm done,"" but then you pull me back, oh oh oh...
I swear you're giving me a heart attack
Troublemaker!

[Pre-Chorus]
Trouble troublemaker, yeah, that's your middle name, oh oh oh...
I know you're no good but you're stuck in my brain
And I wanna know...

[Chorus]
Why does it feel so good but hurt so bad, oh oh oh?
My mind keeps saying
""Run as fast as you can""
I say, ""I'm done,"" but then you pull me back, oh oh oh...
I swear you're giving me a heart attack
Troublemaker!

[Verse 3: Flo Rida]
Maybe I'm insane
Cause I keep doing the same damn thing
Thinking one day we gon' change
But you know just how to work that back
And make me forget my name
What the hell you do, I won't remember
I'll be gone until November
And you'll show up again next summer, yeah!
Typical middle name is Prada
Fit you like a glove, girl
I'm sick of the drama
You're a troublemaker
But damn, girl, it's like I love the trouble
And I can't even explain why

[Chorus]
Why does it feel so good but hurt so bad, oh oh oh?
My mind keeps saying
""Run as fast as you can""
I say, ""I'm done,"" but then you pull me back, oh oh oh...
I swear you're giving me a heart attack
Troublemaker!"
3283,Body Party,Ciara,Ciara,Body Party Ciara,"[Intro]
Ohh, oooh
Ohh, ohhh
Yeah, right there
No, right there
I was having fun
I hope you're having fun too
I said it

[Verse 1]
My body is your party baby
Nobody's invited but you, baby
I can do it slow now tell me what you want
Baby put your phone down, you should turn it off
Cause tonight it's going down, tell your boys it's going down
We in the zone now, don't stop
Oooooh oooh

[Hook]
You can't keep your hands off me
Touch me right there, rock my body
I can't keep my hands off you
Your body is my party
I'm doing this little dance for you
You got me so excited
Now it's just me and you
Your body's my party, let's get it started, ohhh
Boy you should know that
Your love is always on my mind
I'm not gonna fight it
I want it all the time
Boy you should know that
Your love is always on my mind
And I can't deny it
I want you, I'm on you

[Verse 2]
I can't lie, I won't lie, it's amazing
My faces go places, you're taking me
Baby take your time now, there's no need to rush
We can go another round if that's what you want
Cause tonight it's going down
Yeah, you know it's going down
We in the zone now, don't stop
Ooooh ohhhhh

[Hook]
You can't keep your hands off me
Touch me right there, rock my body
I can't keep my hands off you
Your body is my party
I'm doing this little dance for you
You got me so excited
Now it's just me and you
Your body's my party, let's get it started, ohhh
Boy you should know that
Your love is always on my mind
I'm not gonna fight it
I want it all the time
Boy you should know that
Your love is always on my mind
And I can't deny it
I want you, I'm on you

[Outro]
The things I wanna do to you
My body's calling you
I'm having so much fun with you
Now it's just me and you
Your body's my party, let's get it started
Ohhhh"
3284,Adorn,Miguel,Miguel,Adorn Miguel,"[Intro]
She's art dealer chic
Would you be my friend, my freak?
She's art dealer chic
Would you be my friend, my freak?

[Verse 1]
These lips, can't wait to taste your skin, baby
And these eyes, I can't wait to see your grin, (ooh ooh baby)
Just let my love, Just let my love adorn you (please baby)
And you gotta know, you gotta know
You know that I adorn you (yeah baby)
Baby these fists, will always protect ya, lady
And this mind, will never neglect you, (yeah baby)
And if they try to break us down
Don't let that affect us, no baby

[Chorus 1]
You just gotta let my love
Let my love, let my love adorn you
Ahh, le-le-le-let it dress you down
You gotta know, you gotta know, know that I adore you
Just that, baby,
Let my love adorn you, baby
Don't you ever, don't you let nobody tell you different, baby
I'll always adore you, you gotta know now
You gotta know na-nah-now, yeah

[Bridge]
Oh yeah
The same way that the stars adorn the skies, yeah
(Every night babe)
Now look up sugar (Every night babe)
Now hey hey hey
The same way that my whole world's in your eyes (when I look in your eyes babe)
Oooh and it's time now (It's time babe)

[Chorus 2]
Just let, let my love (do you baby!)
Le-le-le-let it dress you down
You got to know baby, oh you got to know
That I adorn you, yeah
Oh love ain't never looked so good on ya
Oh, put it on, baby
Let my love adorn... You"
3285,Hall of Fame,The Script featuring will.i.am,The Script,Hall of Fame The Script,"[Verse 1: will.i.am & Danny O'Donoghue]
You can be the greatest, you can be the best
You can be the King Kong bangin' on your chest
You can beat the world, you can beat the war
You can talk to God, go bangin' on his door
You can throw your hands up, you can beat the clock
You can move a mountain, you can break rocks
You can be a master, don’t wait for luck
Dedicate yourself and you gon' find yourself

[Chorus: Danny O'Donoghue & Danny]
Standin' in the Hall of Fame
And the world’s gonna know your name
‘Cause you burn with the brightest flame
And the world’s gonna know your name
And you’ll be on the walls of the Hall of Fame

[Verse 2]
You can go the distance, you can run the mile
You can walk straight through hell with a smile
You can be the hero, you can get the gold
Breakin' all the records they thought never could be broke
Do it for your people, do it for your pride
How are you ever gonna know if you never even try?
Do it for your country, do it for your name
‘Cause there's gon' be a day, when you're

[Chorus: Danny O'Donoghue & Danny]
Standin' in the Hall of Fame
And the world’s gonna know your name
‘Cause you burn with the brightest flame
And the world’s gonna know your name
And you’ll be on the walls of the Hall of Fame

[Post-Chorus: will.i.am]
Be a champion
Be a champion
Be a champion
Be a champion

And you’ll be on the walls of the Hall of Fame

[Bridge: Danny O'Donoghue & Danny]
Be students, be teachers
Be politicians, be preachers
Yeah
Be believers, be leaders
Be astronauts, be champions
Be truth-seekers
Be students, be teachers
Be politicians, be preachers
Yeah
Be believers, be leaders
Be astronauts, be champions

[Chorus: Danny O'Donoghue & Danny]
Standin' in the Hall of Fame
And the world’s gonna know your name
‘Cause you burn with the brightest flame
And the world’s gonna know your name
And you’ll be on the walls of the Hall of Fame

[Outro: Danny O'Donoghue & Danny]
Be a champion
You can be a champion
Be a champion
You can be a champion
You can be a champion
You can be a champion
You can be a champion
You can be a champion
Standing in the Hall of Fame…

[Verse 1/Collision: Danny O'Donoghue, will.i.am & Danny]
You can be the greatest, you can be the best
You can be the King Kong bangin' on your chest
You can beat the world, you can beat the war
You can talk to God, go bangin' on his door
You can throw your hands up, you can beat the clock
You can move a mountain, you can break rocks
You can be a master, don’t wait for luck
Dedicate yourself and you gon' find yourself"
3286,Let Me Love You (Until You Learn to Love Yourself),Ne-Yo,Ne-Yo,Let Me Love You (Until You Learn to Love Yourself) Ne-Yo,"[Verse 1: Justin Bieber]
I used to believe
We were burnin' on the edge of somethin' beautiful
Somethin' beautiful
Sellin' a dream
Smoke and mirrors keep us waitin' on a miracle
On a miracle

[Pre-Chorus: Justin Bieber]
Say, go through the darkest of days
Heaven's a heartbreak away
Never let you go, never let me down
Oh, it's been a hell of a ride
Driving the edge of a knife
Never let you go, never let me down

[Chorus: Justin Bieber]
Don't you give up, nah, nah, nah
I won't give up, nah, nah, nah
Let me love you
Let me love you
Don't you give up, nah, nah, nah
I won't give up, nah, nah, nah
Let me love you
Let me love you
Oh baby, baby

[Breakdown: DJ Snake]

[Verse 2: Justin Bieber]
Don't fall asleep
At the wheel, we've got a million miles ahead of us
Miles ahead of us
All that we need
Is a rude awakening to know we're good enough yeah
Know we're good enough

[Pre-Chorus: Justin Bieber]
Say go through the darkest of days
Heaven's a heartbreak away
Never let you go, never let me down
Oh it's been a hell of a ride
Driving the edge of a knife
Never let you go, never let me down

[Chorus: Justin Bieber]
Don't you give up, nah, nah, nah
I won't give up, nah, nah, nah
Let me love you
Let me love you
Don't you give up, nah, nah, nah
I won't give up, nah, nah, nah
Let me love you
Let me love you
Oh baby, baby

[Breakdown: DJ Snake]

[Chorus: Justin Bieber]
Don't you give up, nah, nah, nah
I won't give up, nah, nah, nah
Let me love you
Let me love you
Don't you give up, nah, nah, nah
I won't give up, nah, nah, nah
Let me love you
Let me love you
Oh baby, baby"
3287,U.O.E.N.O.,Rocko featuring Future and Rick Ross,Rocko featuring,U.O.E.N.O. Rocko featuring,"[Produced By: Childish Major]

[Intro: Future]
U.O.E.N.O it
Po high class niggas
This shit sound crazy
Fly shit on me
You know what I’m sayin’?

[Hook: Future]
This a thousand dollar pair of shoes and U.O.E.N.O it
This a thousand dollar cup of lean and U.O.E.N.O it
This a half a million dollar car, U.O.E.N.O it
I came up from bottom, U.O.E.N.O it
My niggas all ride with me on, U.O.E.N.O it
Got killers with me right now, U.O.E.N.O it
This a million dollar watch nigga, U.O.E.N.O it
Got a million dollar crib nigga, U.O.E.N.O it

[Verse 1: Rocko]
Ay that monster truck, sit tall as fuck, it’s so big can’t even tow it
Don't like snakes keep my grass cut, so low can't even mow it
Sip Dom Peri', little high glow, no no we don’t do Moet
If it ain't P.J., no Rose from me hostess don’t even pour it
Specks on Tom Ford, button-down Michael Kors
Always on like the refrigerator, I’m plugged in, ho, you know it
A.P. and that Piguet, wear the Breitling when I’m bored
Got a Masterpiece and a 41-millimeter, and you ain’t even know it
Keep the .45 in my pocket: ain’t gon' show it 'til I have to pop it
Then you gon know it, damn who shot you, they don’t even know it
Hawks game fuckin' floor it, TV seat front row it
Rocko Da Don CEO it, ain’t gotta rap and you know it

[Hook: Future]
This a thousand dollar pair of shoes and U.O.E.N.O it
This a thousand dollar cup of lean and U.O.E.N.O it
This a half a million dollar car, U.O.E.N.O it
I came up from bottom, U.O.E.N.O it
My niggas all ride with me on, U.O.E.N.O it
Got killers with me right now, U.O.E.N.O it
This a million dollar watch nigga, U.O.E.N.O it
Got a million dollar crib nigga, U.O.E.N.O it

[Verse 2: Rick Ross]
That nigga sold you that re-rock, you ain't even know it
I'd die over these Reeboks, you ain't even know it
Put Molly all in her champagne, she ain’t even know it
I took her home and I enjoyed that, she ain't even know it
Got a hundred acres I live on, you ain't even know it
Got a hundred rounds in this AR, you ain't even know it
Got a bag of bitches I play with, on cloud 9 in my spaceship
Zoned out but he stay fresh from Zone 1 through Zone 6
Bricks all in my blood, birds all in my dreams
Boats all in my yard, lemon pepper my wings
I’m bout to get you fuck niggas wacked, you ain't even know it
Your main nigga bout to turn his back, you ain't even know it

[Hook: Future]
This a thousand dollar pair of shoes and U.O.E.N.O it
This a thousand dollar cup of lean and U.O.E.N.O it
This a half a million dollar car, U.O.E.N.O it
I came up from bottom, U.O.E.N.O it
My niggas all ride with me on, U.O.E.N.O it
Got killers with me right now, U.O.E.N.O it
This a million dollar watch nigga, U.O.E.N.O it
Got a million dollar crib nigga, U.O.E.N.O it

[Verse 3: Future]
I’m turned up every day, you don’t even know it
Got your bitch with me right now, you don’t even know it
We turn up in the club, you don’t even know it
Got a hundred bottles comin', you don’t even know it
We came up from nothin', you don’t even know it
Drive a half a million dollar car, you don’t even know it
This a thousand dollar pair of shoes, you don't even know it
Got a bitch that speak no English, she don't even know it

[Hook: Future]
This a thousand dollar pair of shoes and U.O.E.N.O it
This a thousand dollar cup of lean and U.O.E.N.O it
This a half a million dollar car, U.O.E.N.O it
I came up from bottom, U.O.E.N.O it
My niggas all ride with me on, U.O.E.N.O it
Got killers with me right now, U.O.E.N.O it
This a million dollar watch nigga, U.O.E.N.O it
Got a million dollar crib nigga, U.O.E.N.O it"
3288,Next to Me,Emeli Sande,Emeli Sande,Next to Me Emeli Sande,"[Verse 1]
You won’t find him drinking under tables
Rolling dice or staying out ’til three
You won’t ever find him be unfaithful
You will find him, you’ll find him next to me
You won’t find him tryna chase the devil
For money, fame, for power out of greed
You won't ever find him where the rest go
You will find him, you’ll find him next to me

[Chorus 1]
Next to me – wooh hooo
Next to me – wooh hooo
Next to me – wooh hooo
You will find him, you’ll find him next to me

[Verse 2]
When the money’s spent and all my friends have vanished
And I can’t seem to find no help or love for free
I know there’s no need for me to panic
Cause I’ll find him, I’ll find him next to me
When the skies are grey and all the doors are closing
And the rising pressure makes it hard to breathe
When all I need’s a hand to stop the tears from falling
I will find him, I’ll find him next to me

[Chorus 2]
Next to me – wooh hooo
Next to me – wooh hooo
Next to me – wooh hooo
I will find him, I’ll find him next to me

[Bridge]
When the end has come and buildings falling down fast
When we’ve spoilt the land and dried up all the sea
When everyone has lost their heads around us
You will find him, you’ll find him next to me

[Chorus 1]
Next to me – wooh hooo
Next to me – wooh hooo
Next to me – wooh hooo
You will find him, you’ll find him next to me

Next to me – wooh hooo
Next to me – wooh hooo
Next to me – wooh hooo
You will find him, you’ll find him next to me"
3289,Mama's Broken Heart,Miranda Lambert,Miranda Lambert,Mama's Broken Heart Miranda Lambert,"[Verse 1]
I cut my bangs with some rusty kitchen scissors
I screamed his name ‘til the neighbours called the cops
I numbed the pain at the expense of my liver
Don’t know what I did next, all I know I couldn’t stop

[Verse 2]
Word got around to the barflies and the baptists
My mama’s phone started ringing off the hook
I can hear her now saying she ain’t gonna have it
Don’t matter how you feel, it only matters how you look

[Chorus]
Go and fix your make up, girl, it’s just a break up
Run and hide your crazy and start actin’ like a lady
Cause I raised you better, gotta keep it together
Even when you fall apart
But this ain’t my mama’s broken heart

[Verse 3]
Wish I could be just a little less dramatic
Like a Kennedy when Camelot went down in flames
Leave it to me to be holding the matches
When the fire trucks show up and there’s nobody else to blame

[Verse 4]
Can’t get revenge and keep a spotless reputation
Sometimes revenge's just a choice you gotta make
My mama came from a softer generation
Where you get a grip and bite your lip just to save a little face

[Chorus]
Go and fix your make up, girl, it’s just a break up
Run and hide your crazy and start actin’ like a lady
Cause I raised you better, gotta keep it together
Even when you fall apart
But this ain’t my mama’s broken heart

[Bridge]
Powder your nose, paint your toes
Line your lips and keep 'em closed
Cross your legs, dot your eyes
And never let 'em see you cry

[Chorus]
Go and fix your make up, girl, it’s just a break up
Run and hide your crazy and start actin’ like a lady
Cause I raised you better, gotta keep it together
Even when you fall apart
But this ain’t my mama’s broken heart"
3290,It Goes Like This,Thomas Rhett,Thomas Rhett,It Goes Like This Thomas Rhett,"[Verse 1]
Hey girl, you make me wanna write a song
Sit you down, I'll sing it to you all night long
I've had a melody in my head since she walked in here and knocked me dead
Yeah girl, you make me wanna write a song

[Chorus]
And it goes like ooh, what I wouldn't do
To write my name on your heart, get you wrapped in my arms baby all around you
And it goes like hey, girl I'm blown away
Yeah it starts with a smile and it ends with an all night long slow kiss
Yeah it goes like this

[Verse 2]
Hey girl, you make me wanna drive you home
Get you outta here and get you all alone
I don't know what it is about you, baby
But I'm all messed up and it might sound crazy
But you make me wanna write a song

[Chorus]
And it goes like ooh, what I wouldn't do
To write my name on your heart, get you wrapped in my arms baby all around you
And it goes like hey, girl I'm blown away
Yeah it starts with a smile and it ends with an all night long slow kiss
Yeah it goes like this

[Bridge]
Lookin' at you lookin' at me that way
Makes me wanna grab my old guitar and play

[Chorus]
Something like ooh, what I wouldn't do
To write my name on my heart, get you wrapped in my arms baby all around you
And it goes like hey, girl I'm blown away
Yeah it starts with a smile and it ends with an all night long slow kiss
Yeah it goes like this

[Outro]
And it goes like ooh, and it goes like hey
And it ends with a kiss
Yeah it goes like this"
3291,Bugatti,Ace Hood featuring Future and Rick Ross,Ace Hood,Bugatti Ace Hood,"[Intro: Future]
We the motherfuckin best nigga
Ace Hood
Super, Future

[Hook: Future]
I come looking for you with Haitians
I stay smoking on good Jamaican
I fuck bitches from different races
You get money they started hating
(Turn Up!)
I woke up in a new Bugatti
I woke up in a new Bugatti
I woke up in a new Bugatti
I woke up in a new Bugatti
I woke up in a new Bugatti

[Verse 1: Ace Hood]
Niggas be hatin I'm rich as a bitch
100K I spent that on my wrist
200 dollars, I spent that on your bitch
Do me a model, put that on my list
Oh there he go in that foreign again
Killin the scene bring the coroner in
Murder she wrote, swallow or choke
Hit her and go home, I won't call her again
Woke up early morning, crib as big as a college
Smoke me a pound of the loudest
Whippin some shit with no mileage
Diamonds cost me a fortune
Them horses all in them Porsches
You pussies can't hardly afford it
4,200 my mortgage
Ballin on niggas like Kobe
Fuck all you haters you bore me
Only the real get a piece of the plate
Reppin my city I'm runnin my state
Give me a pistol then run with the K's
Niggas want beef then I visit ya place (Bang!)

[Hook]
I come looking for you with Haitians
I stay smoking on good Jamaican
I fuck bitches from different races
You get money they started hating
(Turn Up!)
I woke up in a new Bugatti
I woke up in a new Bugatti
I woke up in a new Bugatti
I woke up in a new Bugatti
I woke up in a new Bugatti

[Verse 2: Ace Hood]
Yeah, and I'm at it again
There go that flow bringin tragedy in
Copped me a chain your salary spent
Niggas is sweet bring them cavities in
Countin money, hourly trend
Rolling them skinny like Olsen twins
Niggas is squares, coppin' a Benz
Neck full of Gold Olympian shit
Neimans, I'm blowing the check on they gear
Fall on some pussy then hop on the Lear
Strapped with them choppers back of the rear
Sak pase' them killers is here
Woke up early this morning, mind is tellin me money
Paper, mula, pockets is fat as a tumor
Millionaire nigga no rumor
Livin my life off of tuna
Wanted with me I deliver the beef
Real niggas only enjoyin the feast
Pull up a seat, bon appétit
No Louboutins put that red on your sneaks (Bang!)

[Hook]
I come looking for you with Haitians
I stay smoking on good Jamaican
I fuck bitches from different races
You get money they started hating
(Turn Up!)
I woke up in a new Bugatti
I woke up in a new Bugatti
I woke up in a new Bugatti
I woke up in a new Bugatti
I woke up in a new Bugatti

[Verse 3: Rick Ross]
Photographs of dope boys, is all they taking
Finger prints on the Rolls Royce, is why they hatin'
Push a button on these broke boys, that's detonation
Walk a road to riches bare feet
I watch mama struggle now she livin' carefree
That's why I hustle for half a key that's 12 G's
I'm tryin' to bubble every summer a new LP
You gotta love me I got shooters out the D-League
Signin' bonus hit that man that's from thirty feet
Left in a puddle, finger prints is on hundred mill
And what it is?
Ricky Rozay and Ace Hood, we hella Trill
Yeah

[Hook]
I come looking for you with Haitians
I stay smoking on good Jamaican
I fuck bitches from different races
You get money they started hating
(Turn Up!)
I woke up in a new Bugatti
I woke up in a new Bugatti
I woke up in a new Bugatti
I woke up in a new Bugatti
I woke up in a new Bugatti"
3292,Wanted,Hunter Hayes,Hunter Hayes,Wanted Hunter Hayes,"[Verse 1]
You know I'd fall apart without you
I don't know how you do what you do
Cause everything that don't make sense about me
Makes sense when I'm with you
Like everything that's green, girl I need you
But it's more than one and one makes two
Put aside the math and the logic of it
You gotta know you're wanted too

[Chorus]
Cause I wanna wrap you up
Wanna kiss your lips
I wanna make you feel wanted
And I wanna call you mine
Wanna hold your hand forever
Never let you forget it
Yeah, I wanna make you feel wanted

[Verse 2]
Anyone can tell you you're pretty
You get that all the time, I know you do
But your beauty's deeper than the makeup
And I wanna show you what I see tonight

[Chorus]
When I wrap you up
When I kiss your lips
I wanna make you feel wanted
And I wanna call you mine
Wanna hold your hand forever
Never let you forget it
Cause baby I wanna make you feel wanted

[Bridge]
As good as you make me feel
I wanna make you feel better
Better than your fairy tales
Better than your best dreams
You're more than everything I need
You're all I ever wanted
All I ever wanted

[Chorus + Outro]
And I just wanna wrap you up
Wanna kiss your lips
I wanna make you feel wanted
And I wanna call you mine
Wanna hold your hand forever
Never let you forget it
Yeah, I wanna make you feel wanted
Yeah, baby I wanna make you feel -
Wanted
Cause you'll always be wanted"
3293,Downtown,Lady Antebellum,Lady Antebellum,Downtown Lady Antebellum,"[Verse 1]
Well, all the parties on the streets are talking
Store front mannequins sleeping in lights
We used to smoke while we were jaywalking
Like it was your birthday every other Saturday night
Knew the bands so we never payed our cover
Wrote our names on the bathroom tiles
We never dressed to impress all the others
They would let us in on our laid back kind of style
But boy you know it's been a while

[Chorus]
I don't know why you don't take me downtown
Like you got anywhere better to be
Talk it up and give me the go round, round
Like a good time tease
I'm only counting on your cancellation
When I should be counting on you at my door
Did you forget about how we went around
I don't know why you don't take me downtown anymore
Oh, anymore

[Verse 2]
I got some platforms sitting in the corner
They wanna stroll on a city sidewalk
I got a dress that'll show a little uh uh
But you ain't getting uh uh
If you don't come pick me up, damn
Show me off, wow
You might be tired, but I'm not

[Chorus]

[Outro]
Yeah I don't know why you don't take me downtown
I don't know why you don't take me downtown anymore
I just don't get it"
3294,Get Your Shine On,Florida Georgia Line,Florida Georgia,Get Your Shine On Florida Georgia,"Strawberry shimmer on hot lips
Silver buckle hanging off her hips
I sparkle when she smiles
Shinedown on the radio dial
Homemade jar of lemon drop, take a sip

Don't stop girl, you know I love it when you get your shine on
Because you and me be rocking all night long
Summer sky dripping rhinestones
Turn your party lights on
Baby get your shine on (shine on)
Baby get your shine on

Silverado, candy painted
Ray-Bans got the whole world shaded
Chrome piece tucked in the console
Riding high, roll up on the down low
Feeling lucky, got hooked up with some Kentucky clear
So slide that little sugar shaker over here

And get your shine on
Because you and me be rocking all night long
Summer sky dripping rhinestones
Turn your party lights on
Baby get your shine on (shine on)
Baby get your shine on

Homemade jar of lemon drop take a sip
Don't stop girl...

You know I love it when you get your shine on
Because you and me be rocking all night long
Summer sky dripping rhinestones
Turn your party lights on
Baby get your shine on (shine on)
Baby get your shine on

Because you and me be rocking all night long
Summer sky dripping rhinestones
Turn your party lights on
Baby get your shine on (shine on)
Baby get your shine on
Baby get your shine on

Strawberry shimmer on hot lips
Silver buckle hanging off her hips
I sparkle when she smiles
Shinedown on the radio dial
Silverado, candy painted
Ray-Bans got the whole world shaded
Chromed piece tucked in the console
Riding high, roll up on the down low
Baby get your shine on"
3295,#thatPower,will.i.am featuring Justin Bieber,will.i.am featuring,#thatPower will.i.am featuring,"[Instrumental break]

[Pre-Chorus: Justin Bieber]
And oh, I'm alive, I'm alive, I'm alive
And oh, I can fly, I can fly, I can fly
And oh, I'm alive, I'm alive, I'm alive
And I'm lovin' every second, minute, hour, bigger, better, stronger, power

[Chorus: will.i.am]
I got that power
I got that power
I got that power
Power, power, power

[Verse 1: will.i.am]
They call me Will-A, stay so cool I'm chilly
I done made that milli' on my way to that billi'
Used to have a piggy bank, but now I got that bigger bank
Who who cares what the haters think?
They hatin' on me cause I'm doin' what they can't
I stay on that hustle, I flex that mental muscle
Hate to bust your bubble, I'm on that other level
I'ma take it higher and high, high and higher
I stay in fly attire, keep burnin' like that fire

[Pre-Chorus: Justin Bieber]
And oh, I'm alive, I'm alive, I'm alive
And oh, I can fly, I can fly, I can fly
And oh, I'm alive, I'm alive, I'm alive
And I'm lovin' every second, minute, hour, bigger, better, stronger, power

[Chorus: will.i.am]
I got that power
I got that power
I got that power
Power, power, power

[Verse 2: will.i.am]
Y-y-y-yes y'all, feelin' funky fresh y'all
Work to be the best y'all, work good under pressure
Been through all that stress y'all, get this off my chest y'all
Made it out them projects with this project, that's progress y'all
I did it for my momma, I told her when I was younger
That I'ma be that number, one, yup I'll be that number one
I take it higher and high, high and higher
I stay and buy attire, keep burnin' like that fire

[Bridge: will.i.am]
Whatever doesn't kill ya, only makes you stronger
So I'ma get stronger
Comin' like a batterram, batterram, I'm knockin'-knockin' down the door again, door again
Comin' like a batterram, batterram, I'm knockin'-knockin' down the door again, door again

[Pre-Chorus: Justin Bieber]
And oh, I'm alive, I'm alive, I'm alive
And oh, I can fly, I can fly, I can fly
And oh, I'm alive, I'm alive, I'm alive
And I'm lovin' every second, minute, hour, bigger, better, stronger, power

[Chorus: will.i.am]
I got that power
I got that power
I got that power
Power, power, power

[Outro: Justin Bieber]
And I'm lovin' every second, minute, hour
Bigger, better, stronger, power
And I'm lovin' every second, minute, hour
Bigger, better, stronger, power"
