,Song,Artist,artist_trunc,search_term,lyrics_raw
71,Imma Be,The Black Eyed Peas,The Black,Imma Be The Black,"[Intro: will.i.am]
I'ma be, I'ma be, I'ma-I'ma-I'ma be
I'ma be, I'ma be, I'ma-I'ma-I'ma be
I'ma be, I'ma be, I'ma-I'ma-I'ma be
I'ma be-be-be-be, I'ma-I'ma be
I'ma be-be-be-be, I'ma-I'ma be
I'ma be-be-be-be, I'ma-I'ma be

[Verse 1: Fergie]
I'ma be on the next level
I'ma be rocking over that bass treble
I'ma be chilling with my motherfather crew
I'ma be making all them deals you wanna do (ha)
I'ma be up in them A-list flicks
Doin' one-handed flips
And I'ma be sipping on drinks 'cause
I'ma be shaking my hips
You gon' be licking your lips
I'ma be taking them pics
Lookin' all fly and shit
I'ma be the flyest chick (so fly)
I'ma be spreading my wings
I'ma be doing my thing (do it, do it, okay)
I'ma-I'ma swing it this way
I'ma-I'ma (I'ma-I'ma) swing it that-a-way
This is Fergie Ferg, and I'ma-I'ma be here to say
21st century 'til infinity

[Chorus: will.i.am]
I'ma be, I'ma be, I'ma-I'ma-I'ma be
I'ma be, I'ma be, I'ma-I'ma-I'ma be
(Rich baby what-what)
I'ma-I'ma-I'ma be
(The shit baby check me out)
Be, I'ma-I'ma be
(On top, never stop)
Be-be, I'ma-I'ma be
I'ma be-be-be-be, I'ma-I'ma be
I'ma be (fucking her)
I'ma-I'ma-I'ma be, I'ma be-be-be, I'ma-I'ma be

[Verse 2: will.i.am]
Yeah, I'ma be the upgraded new negro, oh
I'ma be the average brother with soul
I'ma be worldwide international
I'ma be in Rio rocking Tokyo
I'ma be brilliant with my millions
Loan out a billion, I get back a trillion
I'ma be a brother but my name ain't Lehman
I'ma be ya bank, I'll be loaning out semen
Honies in debt, baby bouncing them checks but
I don't really mind when they bouncing them checks
I'ma be, I'ma be I'ma be I'ma be Rich baby
I'ma be, I'ma I'ma be I'ma I'ma be
I'ma be sick with the flow
When the goal is to rock the whole globe
I'ma be the future
I'ma be the whole, reason why you even wanna come to a show
You can see what I'm rockin'
And I'm kickin' down a door

[Bridge: will.i.am]
I'ma be up in the club
Doin' whatever I like
I'ma be popping that bubbly
Coolin' and livin' that good life
Oh let's make this last forever
Partying, we'll chill together
On and on and on and on and
On and on and on and on and

[Verse 3: will.i.am]
I'ma be rocking like this (What)
Y'all niggas wanna talk shit (But)
Why don't you put it on the blog, nigga
Rocking like this my job, nigga
We can't help that we popular
And all these folks want to flock to us
Come to a show and just rock with us
A million plus with binoculars

[Chorus: will.i.am & Fergie]
I'ma be, I'ma be, I'ma be, I'ma be
I'ma be living that good life
I'ma be living that good-good
I'ma be, I'ma be, I'ma be, I'ma be
I'ma be living that good life
I'ma be living that good-good
I'ma be, I'ma be, I'ma be, I'ma be
I'ma be living that good life
I'ma be living that good-good
I'ma be, I'ma be, I'ma be, I'ma be
I'ma be living that good life
I'ma be living that good-good
I'ma be, I'ma be
I'ma be, I'ma be, I'ma be, I'ma be

[Verse 4: apl.de.ap]
I'ma-I'ma-I'ma be, rocking that Apl.de.ap infinite
B-E-P we definite
Ly on some next level shit
Futuristic musically
Powerful with energy
From the soul we sonically
Sending positivity
Crossed the globe, and seven seas
Take care of our families
Rocking shows, makin' cheese
I'ma be out with my peas
Living life, feeling free
That's how it's supposed to be
Come join my festivities
Celebrate like I'ma be

[Outro: will.i.am]
I'ma be, I'ma be, I'ma be, I'ma be
I'ma be, I'ma be, I'ma be, I'ma be
I'ma be, I'ma be, I'ma be, I'ma be"
72,My Love,Justin Timberlake,Justin Timberlake,My Love Justin Timberlake,"[Intro: Justin Timberlake]
Ain't another woman that can take your spot, my—

[Verse 1: Justin Timberlake]
If I wrote you a symphony
Just to say how much you mean to me
(What would you do?)
If I told you you were beautiful
Would you date me on the regular?
(Tell me, would you?)
Well, baby, I've been around the world
But I ain't seen myself another girl (like you)
This ring here represents my heart
But there's just one thing I need from you
(Saying ""I do"") — because

[Hook: Justin Timberlake]
I can see us holdin' hands
Walkin' on the beach, our toes in the sand
I can see us on the country side
Sittin' in the grass, layin' side by side
You can be my baby
Let me make you my lady, girl, you amaze me
Ain't gotta do nothin' crazy
See, all I want you to do is be my love
(So don't give away)
My love (so don't give away)
My love (so don't give away)
Ain't another woman that could take your spot
My love (so don't give away)
My love (so don't give away)
My love (so don't give away)
Ain't another woman that could take your spot, my love
Love, my love, my love

[Verse 2: Justin Timberlake]
Now If I wrote you a love note
And made you smile with every word I wrote
(What would you do?)
Would that make you wanna change your scene
And wanna be the one on my team?
(Tell me, would you?)
See, what's the point in waitin' anymore
'Cause girl, I've never been more sure
(That, baby, it's you)
This ring here represents my heart
And everything that you been waitin' for
(Just say I do) — because

[Hook: Justin Timberlake]
I can see us holdin' hands
Walkin' on the beach, our toes in the sand
I can see us on the country side
Sittin' in the grass, layin' side by side
You can be my baby
Let me make you my lady, girl, you amaze me
Ain't gotta do nothin' crazy
See, all I want you to do is be my love
(So don't give away)
My love (so don't give away)
My love (so don't give away)
Ain't another woman that could take your spot
My love (so don't give away)
My love (so don't give away)
My love (so don't give away)
Ain't another woman that could take your spot, my love
Love, my love, my love

[Interlude: T.I.]
It's time to get it, JT
I don't know what she hesitatin' for, man

[Verse 3: T.I.]
Shawty cool as a fan, on the move once again
But he still has fans from Peru to Japan
Listen, baby, I don't wanna ruin your plan
But if you got a man, try to lose him if you can
'Cause the girls worldwide throw they hands up high
When you wanna come and kick it with a stand-up guy
You don't really wanna let the chance go by
'Cause you ain't been seen with a man so fly
And with friends so fly I can go fly
Private, 'cause I handle mine
T.I., they call me Candle Guy
Simply 'cause I am on fire
I hate to have to cancel my
Vacation, so you can't deny
I'm patient, but I ain't gon' try
You don't come, I ain't gon' die
Hold up, what you mean you can't go? Why?
Me and your boyfriend, we ain't no tie
You say you wanna kick it when I ain't so high
Baby, it's obvious that I ain't yo' guy
I ain't gon' lie, I'll fill your space
And forget your face, I swear I will
St. Barths, Anguilla, anywhere I chill
Just bring with me any pair, I will

[Hook: Justin Timberlake]
I can see us holdin' hands
Walkin' on the beach, our toes in the sand
I can see us on the country side
Sittin' in the grass, layin' side by side
You can be my baby
Let me make you my lady, girl, you amaze me
Ain't gotta do nothin' crazy
See, all I want you to do is be my love (love)
My love (love)
My love (love)
Ain't another woman that could take your spot
My love (love)
My love (love)
My love (love)
Ain't another woman that could take your spot, my love
Love, my love, my love"
73,Don't Matter,Akon,Akon,Don't Matter Akon,"[Intro]
Konvict
Oh, oh-whoa-oh-oh
Oh, oh-whoa-oh-oh

[Hook]
Nobody wanna see us together
But it don't matter, no
('Cause I got you, babe)
Nobody wanna see us together
But it don't matter, no
('Cause I got you, babe)
'Cause we gon' fight
Oh yes, we gon' fight
Believe we gon' fight
Fight for our right to love, yeah
Nobody wanna see us together
But it don't matter, no
('Cause I got you, babe)

[Verse 1]
Nobody wanna see us together
Nobody thought we'd last forever
I feel I'm hopin' and prayin'
Things between us gon' get better
Men steady comin' after you
Women steady comin' after me
Seems like everybody wanna go for self
And don't wanna respect boundaries
Tellin' you all those lies
Just to get on yo' side
But I must admit there was a couple secrets I held inside
Just know that I try to always apologize
I'ma have you first always in my heart to keep you satisfied

[Hook]
Nobody wanna see us together
But it don't matter, no
('Cause I got you, babe)
Nobody wanna see us together
But it don't matter, no
('Cause I got you, babe)
'Cause we gon' fight
Oh yes. we gon' fight
Believe we gon' fight
Fight for our right to love, yeah
Nobody wanna see us together
But it don't matter, no
('Cause I got you, babe)

[Verse 2]
Got every right to wanna leave
Got every right to wanna go
Got every right to hit the road
And never talk to me no mo'
You don't ever have to call
Even check for me at all
'Cause the way I've been actin' lately has been off the wall
Especially towards you
Puttin' girls before you
And they watchin' everything I been doin' just to hurt you
Most of it just ain't true
And they won't show you
How much of a queen you are to me
And why I love you, baby

[Hook]
Nobody wanna see us together
But it don't matter, no
('Cause I got you, babe)
Nobody wanna see us together
But it don't matter, no
('Cause I got you, babe)
'Cause we gon' fight
Oh yes, we gon' fight
Believe we gon' fight
Fight for our right to love, yeah
Nobody wanna see us together
But it don't matter, no
('Cause I got you, babe)

[Bridge]
Oh, oh-whoa-oh-oh
'Cause I got you, babe
Oh, oh-whoa-oh-oh
'Cause I got you babe
'Cause I got you babe
'Cause I got you babe

[Hook]
Nobody wanna see us together
But it don't matter, no
('Cause I got you, babe)
Nobody wanna see us together
But it don't matter, no
('Cause I got you, babe)
'Cause we gon' fight
Oh yes, we gon' fight
Believe we gon' fight
Fight for our right to love, yeah
Nobody wanna see us together
But it don't matter, no
('Cause I got you, babe)"
74,Kiss Me thru the Phone,Soulja Boy Tell'em featuring Sammie,Soulja Boy,Kiss Me thru the Phone Soulja Boy,"[Intro: Soulja Boy]
Soulja Boy tell 'em

[Hook: Sammie]
Baby you know that I miss you, I wanna get with you tonight
But I cannot baby girl and that's the issue
Girl you know I miss you, I just wanna kiss you
But I can't right now so baby kiss me thru the phone (kiss me thru the phone)
I'll see you later on
Kiss me thru the phone (kiss me thru the phone)
See you when I get home

[Verse 1: Soulja Boy]
Baby, I know that you like me, you my future wifey
Soulja Boy Tell 'Em, yeah
You can be my Bonnie, I can be your Clyde
You could be my wife, text me, call me
I need you in my life, yeah all day everyday I need ya
And every time I see ya my feelings get deeper
I miss ya, I miss ya, I really wanna kiss you but I can't
Six, seven, eight, triple nine, eight, two, one, two

[Hook: Sammie]
Baby you know that I miss you, I wanna get with you tonight
But I cannot baby girl and that's the issue
Girl you know I miss you, I just wanna kiss you
But I can't right now so baby kiss me thru the phone (kiss me thru the phone)
I'll see you later on
Kiss me thru the phone (kiss me thru the phone)
See you when I get home

[Verse 2: Soulja Boy]
Baby I been thinking lately so much about you
Everything about you, I like it, I love it
Kissing you in public, thinking nothing of it
Roses by the dozen, talking on the phone
Baby you so sexy, your voice is so lovely
I love your complexion, I miss ya, I miss ya, I miss ya
I really wanna kiss you but I can't
Six, seven, eight, triple nine, eight, two, one, two

[Hook: Sammie]
Baby you know that I miss you, I wanna get with you tonight
But I cannot baby girl and that's the issue
Girl you know I miss you, I just wanna kiss you
But I can't right now so baby kiss me thru the phone (kiss me thru the phone)
I'll see you later on
Kiss me thru the phone (kiss me thru the phone)
See you when I get home

[Bridge: Soulja Boy]
She call my phone like:
Da, da, da, da, da, da, da, da, da, da, da, da, da, da, da
We on the phone like:
Da, da, da, da, da, da, da, da, da, da, da, da, da, da, da
We taking pics like:
Da, da, da, da, da, da, da, da, da, da, da, da, da, da, da
She dial my number like:
Da, da, da, da, da, da, da, da, da, da, da, da, da, da, da
Six, seven, eight, triple, nine, eight, two, one, two

[Hook: Sammie]
Baby you know that I miss you, I wanna get with you tonight
But I cannot baby girl and that's the issue
Girl you know I miss you, I just wanna kiss you
But I can't right now so baby kiss me thru the phone (kiss me thru the phone)
I'll see you later on
Kiss me thru the phone (kiss me thru the phone)
See you when I get home"
75,No One,Alicia Keys,Alicia Keys,No One Alicia Keys,"[Verse 1]
I just want you close
Where you can stay forever
You can be sure
That it will only get better

[Bridge]
You and me together
Through the days and nights
I don't worry cause
Everything's going to be alright
People keep talking they can say what they like
But all I know is everything's going to be alright

[Chorus]
No one, no one, no one
Can get in the way of what I'm feeling
No one, no one, no one
Can get in the way of what I feel for you, you, you
Can get in the way of what I feel for you

[Verse 2]
When the rain is pouring down
And my heart is hurting
You will always be around
This I know for certain

[Bridge]
You and me together
Through the days and nights
I don't worry cause
Everything's going to be alright
People keep talking they can say what they like
But all I know is everything's going to be alright

[Chorus]
No one, no one, no one
Can get in the way of what I'm feeling
No one, no one, no one
Can get in the way of what I feel for you, you, you
Can get in the way of what I feel

[Verse 3]
I know some people search the world
To find something like what we have
I know people will try, try to divide, something so real
So till the end of time I'm telling you there ain't no one

[Chorus]
No one, no one
Can get in the way of what I'm feeling
No one, no one, no one
Can get in the way of what I feel for you

[Outro]
Oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh"
76,Love in This Club,Usher featuring Young Jeezy,Usher featuring,Love in This Club Usher featuring,"[Intro: Usher]
Gotta do it for the ladies
And I gotta keep it hood
Where we at, Polow? (hey)
I see you, Ryan
Yo, Keith, you was right
But we just getting started
Yeah, man

[Verse 1: Usher]
You say you're searching for somebody that'll take you out and do you right
Well, come here, baby and let daddy show you what it feel like
You know all you got to do is tell me what you sipping on
And I promise that I'm gonna keep it coming all night long

[Pre-Chorus 1: Usher]
Looking in your eyes while you on the other side
And I'm think that shawty, I got a thing for you
Doing it on purpose, winding and working it
I can tell by the way you looking at me, girl

[Chorus: Usher]
I wanna make love in this club (hey)
In this club (hey)
In this club (hey)
In this club (hey)
I wanna make love in this club (hey)
In this club (hey)
In this club (hey)
In this club (hey)

[Verse 2: Usher]
You got some friends rolling with you, baby, then that's cool
You can leave them with my homies, let them know that I got you
If you didn't know, you're the only thing that's on my mind
'Cause the way I'm staring at you got me wanna give it to you all night

[Pre-Chorus 2: Usher]
Looking in the eyes while you walk the other side
I can't take it no more, baby, I'm coming for you
You keep doing it on purpose, winding and working
If we close our eyes, it could just be me and you

[Chorus: Usher]
I wanna make love in this club (hey)
In this club (hey)
In this club (hey)
In this club (hey)
I wanna make love in this club (hey)
In this club (hey)
In this club (hey)
In this club (hey)
I wanna make love in this club (hey)
In this club (hey)
In this club (hey)
In this club (hey)
I wanna make love in this club (hey)
In this club (hey)
In this club (hey)
In this club (hey)

[Verse 3: Jeezy]
I'm what you want, I'm what you need
He got you trapped, I'll set you free
Sexually, mentally, physically, emotionally
I'll be like your medicine, you'll take every dose of me
It's going down on aisle 3, I'll bag you like some groceries
And every time you think about it, you gon' want some more of me
'Bout to hit the club, make a movie, yeah, rated R
Pulled up like a trap star, that's if you had your regular car
You ever made love to a thug in the club with his ice on?
87 Jeans and a fresh pair of Nikes on
On the couch, on the table, on the bar, or on the floor
You can meet me in the bathroom, yeah, you know I'm trained to go

[Bridge: Usher]
Might as well give me a kiss
If we keep touching like this
I know you're scared, baby, they don't know what we doing
Let's both get undressed right here
Keep it up, girl, and I swear
I'ma give it to you non-stop
And I don't care who's watching
Watching, watching
In this club, on the floor
Baby, let's make love

[Chorus: Usher]
I wanna make love in this club (hey)
In this club (hey)
In this club (hey)
In this club (hey)
I wanna make love in this club (hey)
In this club (hey)
In this club (hey)
In this club (hey)"
77,Wide Awake,Katy Perry,Katy Perry,Wide Awake Katy Perry,"[Intro]
I'm wide awake
I'm wide awake
I'm wide awake

[Verse 1]
I'm wide awake
Yeah, I was in the dark
I was falling hard
With an open heart
I'm wide awake
How did I read the stars so wrong?
I'm wide awake
And now it’s clear to me
That everything you see
Ain’t always what it seems
I'm wide awake
Yeah, I was dreaming for so long

[Pre-Chorus]
I wish I knew then, what I know now
Wouldn’t dive in, wouldn’t bow down
Gravity hurts
You made it so sweet
‘Til I woke up on, on the concrete

[Chorus]
Falling from cloud 9
Crashing from the high
I'm letting go tonight
Yeah, I'm falling from cloud 9

[Verse 2]
I'm wide awake
Not losing any sleep, I picked up every piece
And landed on my feet
I'm wide awake
Need nothing to complete myself, no
I'm wide awake
Yeah, I am born again, outta the lion's den
I don't have to pretend
That it's too late
The story's over now, the end

[Pre-Chorus]
I wish I knew then, what I know now
Wouldn't dive in, wouldn't bow down
Gravity hurts, you made it so sweet
'Til I woke up on, on the concrete

[Chorus]
Falling from cloud 9
Crashing from the high
I'm letting go tonight
Yeah, I'm falling from cloud 9

[Bridge]
Thunder rumbling, castles crumbling
I am trying to hold on
God knows that I tried
Seeing the bright side
But I'm not blind anymore

[Interlude]
I'm wide awake
I'm wide awake, yeah I'm

[Chorus]
Falling from cloud 9
(It was outta the blue, I'm)
Crashing from the high
You know, I'm letting go tonight
(Yeah, I'm letting you go, I'm)
I'm falling from cloud 9

[Outro]
I'm wide awake, I'm wide awake
I'm wide awake, I'm wide awake
I'm wide awake"
78,Alejandro,Lady Gaga,Lady Gaga,Alejandro Lady Gaga,"[Intro]
I know that we are young, and I know you may love me
But I just can't be with you like this anymore
Alejandro...

[Verse 1]
She's got both hands in her pocket
And she won't look at you, won't look at you
She hides true love en su bolsillo
She's got a halo around her finger, around you

[Pre-Chorus]
You know that I love you, boy
Hot, like Mexico rejoice
At this point I've gotta choose nothing to lose

[Chorus]
Don't call my name, don't call my name, Alejandro
I'm not your babe, I'm not your babe, Fernando
Don't want to kiss, don't want to touch
Just smoke my cigarette and hush
Don't call my name, don't call my name, Roberto
Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro
Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro

[Interlude]
Stop, please, just let me go
Alejandro, just let me go

[Verse 2]
She's not broken
She's just a baby
But her boyfriend's like her dad, just like a dad
And all those flames that burned before him
Now he's gotta firefight, gotta cool the bad

[Pre-Chorus]
You know that I love you, boy
Hot, like Mexico rejoice
At this point I've gotta choose nothing to lose

[Chorus]
Don't call my name, don't call my name, Alejandro
I'm not your babe, I'm not your babe, Fernando
Don't want to kiss, don't want to touch
Just smoke my cigarette and hush
Don't call my name, don't call my name, Roberto
Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro
Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro

[Bridge]
Don't bother me, don't bother me
Alejandro
Don't call my name, don't call my name
Bye, Fernando
I'm not your babe, I'm not your babe
Alejandro
Don't want to kiss
Don't want to touch
Fernando

Don't call my name, don't call my name
Alejandro
I'm not your babe, I'm not your babe
Fernando
Don't want to kiss, don't want to touch
Just smoke my cigarette and hush
Don't call my name, don't call my name
Roberto

[Outro]
Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro
Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro

(Don't call my name, don't call my name) Alejandro, Alejandro
(I'm not your babe, I'm not your babe) Ale-Alejandro, Ale-Alejandro (Fernando)
(Don't want to kiss, don't want to touch) Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro (Just smoke my cigarette and hush)
(Don't call my name, don't call my name) Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro (Roberto)

Alejandro"
79,With You,Chris Brown,Chris Brown,With You Chris Brown,"[Intro]
And I need you, boo
I gotta see you, boo
And there's hearts all over the world tonight
Said there's hearts all over the world tonight
And I need you, boo, oh
I gotta see you, boo, hey
And there's hearts all over the world tonight
Said there's hearts all over the world tonight

[Verse 1]
Hey little mama, oh you're a stunner
Hot little figure, yes you're a winner
And I'm so glad to be yours
You are a class all your own
And oh little cutie, when you talk to me
I swear the whole world stops, you're my sweetheart
And I'm so glad that you're mine
You are one of a kind and

[Pre-Chorus]
You mean to me what I mean to you
And together, baby there is nothing we won't do
Cause if I got you, I don't need money, I don't need cars
Girl, you're my all and

[Chorus]
Oh I'm into you
And girl, no one else would do
Cause with every kiss and every hug
You make me fall in love
And now I know I can't be the only one
I bet there's hearts all over the world tonight
With the love of their life who feels
What I feel when I'm
With you, with you, with you, with you, with you, girl
With you, with you, with you, with you, with you

[Verse 2]
Oh girl, I don't want nobody else
Without you, there's no one left then
You're like Jordans on Saturday
I gotta have you and I cannot wait now
Hey, little shawty, say you care for me
You know I care for you, you know that I'll be true
You know that I won't lie, you know that I would try
To be your everything, yeah

[Pre-Chorus]
Cause if I got you, I don't need money, I don't need cars
Girl, you're my all and

[Chorus]
Oh I'm into you
And girl, no one else would do
Cause with every kiss and every hug
You make me fall in love
And now I know I can't be the only one
I bet there's hearts all over the world tonight
With the love of their life who feels
What I feel when I'm
With you, with you, with you, with you, with you, oh
With you, with you, with you, with you, with you, hey

[Bridge]
And I will never try to deny that you're my whole life
Cause if you ever let me go, I would die so I won't front
I don't need another woman, I just need your all and nothing
Cause if I got that then I'll be straight, baby, you're the best part of my day
And I need you, boo
I gotta see you, boo
And there's heart all over the world tonight, hey hey
Said there's heart all over the world tonight, ooh baby
They need it, boo, they need it
They gotta see their boo
Said there's hearts all over the world tonight
Hearts all over the world tonight

[Chorus]
Oh I'm into you
And girl, no one else would do
Cause with every kiss and every hug
You make me fall in love
And now I know I can't be the only one
I bet there's hearts all over the world tonight
With the love of their life who feels
What I feel when I'm
With you, with you, with you, with you, with you, girl
With you, with you, with you, with you, with you, oh
With you, with you, with you, with you, with you, with you
Only with you, with you, with you, with you, with you, with you, babe yeah"
80,Don't You Worry Child,Swedish House Mafia featuring John Martin,Swedish House,Don't You Worry Child Swedish House,"[Verse 1: John Martin]
There was a time I used to look into my father's eyes
In a happy home I was a king I had a golden throne
Those days are gone, now the memories are on the wall
I hear the songs from the places where I was born

[Bridge: John Martin]
Up on the hill across the blue lake
That's where I had my first heartbreak
I still remember how it all changed
My father said

[Hook: John Martin]
Don't you worry, don't you worry, child
See heaven's got a plan for you
Don't you worry, don't you worry now
Yeah!

[Verse 2: John Martin]
There was a time, I met a girl of a different kind
We ruled the world, I thought I'll never lose her out of sight
We were so young, I think of her now and then
I still hear the songs reminding me of a friend

[Bridge: John Martin]
Up on the hill across the blue lake
That's where I had my first heartbreak
I still remember how it all changed
My father said

[Hook: John Martin]
Don't you worry, don't you worry, child
See heaven's got a plan for you
Don't you worry, don't you worry now
Yeah!

[Bridge: John Martin]
Oh, oh, oh, oh, oh, oh, oh!
Oh, oh, oh, oh, oh, oh, oh!
Oh, oh, oh, oh, oh, oh, oh!
See heaven's got a plan for you
See heaven's got a plan for you
See heaven's got a plan for you

[Hook: John Martin]
Don't you worry, don't you worry, child
See heaven's got a plan for you
Don't you worry, don't you worry now
Yeah!

[Outro: John Martin]
Oh, oh, oh, oh, oh, oh, oh!
Oh, oh, oh, oh, oh, oh, oh!
Oh, oh, oh, oh, oh, oh, oh!
Yeah!"
81,Heartless,Kanye West,Kanye West,Heartless Kanye West,"[Chorus]
In the night, I hear 'em talk
The coldest story ever told
Somewhere far along this road
He lost his soul to a woman so heartless
How could you be so heartless?
Oh, how could you be so heartless?

[Verse 1]
How could you be so
Cold as the winter wind when it breeze, yo?
Just remember that you talkin' to me though
You need to watch the way you talkin' to me, yo
I mean, after all the things that we been through
I mean, after all the things we got into
Ayo, I know of some things that you ain't told me
Ayo, I did some things but that's the old me
And now you wanna get me back and you gon' show me
So you walk around like you don't know me
You got a new friend – well, I got homies
But in the end, it's still so lonely

[Chorus]
In the night, I hear 'em talk
The coldest story ever told
Somewhere far along this road
He lost his soul to a woman so heartless
How could you be so heartless?
Oh, how could you be so heartless?

[Verse 2]
How could you be so Dr. Evil?
You're bringin' out a side of me that I don't know
I decided we wasn't gon' speak so
Why we up 3 a.m. on the phone?
Why do she be so mad at me fo'?
Homie, I don't know, she's hot and cold
I won't stop, won't mess my groove up
‘Cause I already know how this thing go
You run and tell your friends that you're leavin' me
They say that they don't see what you see in me
You wait a couple of months, then you gon' see
You'll never find nobody better than me

[Chorus]
In the night, I hear 'em talk
The coldest story ever told
Somewhere far along this road
He lost his soul to a woman so heartless
How could you be so heartless?
Oh, how could you be so heartless?

[Bridge]
Talk and talk and talk and talk
Baby, let's just knock it off
They don't know what we been through
They don't know 'bout me and you
So I got somethin' new to see
And you just gon' keep hatin' me
And we just gon' be enemies
I know you can't believe
I could just leave it wrong
And you can't make it right
I'm gon' take off tonight into the night

[Chorus]
In the night, I hear 'em talk
The coldest story ever told
Somewhere far along this road
He lost his soul to a woman so heartless
How could you be so heartless?
Oh, how could you be so heartless?

[Outro]
On and on and on and on
And on and... and on and on and on"
